AGE,PER_NO,SEX,STATE,ST_CASE,YEAR
28,1,1,1,10536,2019
62,1,2,1,10538,2019
52,1,1,1,10544,2019
41,1,1,1,10556,2019
59,1,1,1,10563,2019
18,1,2,1,10571,2019
74,1,2,1,10585,2019
3,1,1,1,10588,2019
48,1,1,1,10599,2019
42,1,2,1,10600,2019
42,1,1,1,10609,2019
40,1,1,1,10611,2019
56,1,2,1,10613,2019
24,1,1,1,10615,2019
55,1,1,1,10624,2019
86,1,1,1,10631,2019
49,1,1,1,10636,2019
53,1,1,1,10638,2019
48,1,1,1,10639,2019
34,1,1,1,10650,2019
34,1,1,1,10654,2019
40,1,1,1,10675,2019
35,1,2,1,10683,2019
34,1,1,1,10696,2019
58,1,1,1,10700,2019
38,1,1,1,10702,2019
55,1,2,1,10705,2019
43,1,1,1,10706,2019
41,1,1,1,10719,2019
55,1,1,1,10748,2019
30,1,2,1,10756,2019
27,1,1,1,10758,2019
33,1,1,1,10765,2019
49,1,1,1,10767,2019
24,1,1,1,10777,2019
82,1,1,1,10782,2019
32,1,1,1,10784,2019
49,1,1,1,10788,2019
39,1,1,1,10800,2019
37,1,1,1,10818,2019
23,1,1,1,10833,2019
44,1,1,1,10838,2019
49,1,1,1,10839,2019
59,1,1,2,20003,2019
53,1,1,2,20005,2019
25,1,2,2,20014,2019
52,1,2,2,20037,2019
52,1,2,2,20051,2019
19,1,1,2,20062,2019
67,1,1,4,40001,2019
20,1,1,4,40004,2019
39,1,1,4,40005,2019
88,1,2,4,40015,2019
52,1,2,4,40026,2019
58,1,1,4,40035,2019
69,1,1,4,40049,2019
47,1,1,4,40051,2019
26,1,1,4,40053,2019
40,1,1,4,40055,2019
63,1,1,4,40061,2019
5,1,1,4,40063,2019
53,1,2,4,40064,2019
61,1,1,4,40065,2019
36,1,2,4,40066,2019
54,1,1,4,40069,2019
26,1,2,4,40071,2019
82,1,1,4,40073,2019
14,1,1,4,40085,2019
71,1,1,4,40093,2019
45,1,1,4,40097,2019
67,1,1,4,40102,2019
34,1,1,4,40104,2019
35,3,1,4,40109,2019
15,1,1,4,40117,2019
17,1,2,4,40118,2019
64,1,1,4,40124,2019
37,1,1,4,40138,2019
18,1,2,4,40141,2019
49,1,1,4,40155,2019
65,1,1,4,40158,2019
59,1,1,4,40160,2019
57,1,1,4,40169,2019
61,1,2,4,40171,2019
69,1,1,4,40172,2019
26,1,1,4,40173,2019
45,1,2,4,40175,2019
27,1,2,4,40176,2019
58,1,2,4,40177,2019
65,1,1,4,40178,2019
54,1,1,4,40179,2019
76,1,1,4,40181,2019
65,1,1,4,40184,2019
52,1,1,4,40185,2019
25,1,2,4,40186,2019
47,1,1,4,40187,2019
36,1,1,4,40188,2019
37,1,1,4,40190,2019
18,1,2,4,40192,2019
59,1,1,4,40200,2019
25,1,2,4,40215,2019
67,1,2,4,40216,2019
47,1,1,4,40217,2019
36,1,2,4,40218,2019
51,1,1,4,40220,2019
63,1,1,4,40221,2019
23,1,1,4,40222,2019
89,1,1,4,40223,2019
72,1,1,4,40225,2019
22,1,1,4,40228,2019
27,1,1,4,40229,2019
54,1,2,4,40254,2019
22,1,1,4,40262,2019
35,1,1,4,40263,2019
86,1,2,4,40264,2019
38,1,1,4,40269,2019
49,1,2,4,40272,2019
62,1,2,4,40274,2019
38,1,1,4,40282,2019
40,1,1,4,40293,2019
33,1,1,4,40294,2019
79,1,1,4,40296,2019
24,1,1,4,40297,2019
25,1,1,4,40298,2019
60,1,2,4,40303,2019
35,1,1,4,40304,2019
19,1,2,4,40306,2019
36,1,2,4,40308,2019
62,1,1,4,40322,2019
60,1,1,4,40324,2019
34,1,1,4,40327,2019
42,1,1,4,40331,2019
27,1,2,4,40360,2019
32,1,1,4,40362,2019
57,2,1,4,40362,2019
37,1,1,4,40367,2019
45,1,1,4,40380,2019
61,1,1,4,40391,2019
62,1,1,4,40396,2019
58,1,1,4,40398,2019
36,1,1,4,40400,2019
62,1,1,4,40402,2019
74,1,1,4,40407,2019
30,1,2,4,40410,2019
54,1,2,4,40417,2019
6,1,1,4,40425,2019
53,1,1,4,40437,2019
24,1,2,4,40444,2019
36,1,1,4,40452,2019
46,1,2,4,40458,2019
36,2,2,4,40458,2019
36,1,2,4,40463,2019
72,1,1,4,40467,2019
54,1,1,4,40480,2019
55,1,1,4,40484,2019
34,1,1,4,40492,2019
81,1,1,4,40493,2019
36,1,1,4,40503,2019
75,1,1,4,40507,2019
71,1,1,4,40509,2019
54,1,2,4,40511,2019
47,1,2,4,40515,2019
27,1,1,4,40516,2019
37,1,1,4,40517,2019
22,1,2,4,40522,2019
19,1,1,4,40525,2019
43,1,2,4,40527,2019
17,1,1,4,40528,2019
61,1,1,4,40538,2019
35,1,1,4,40540,2019
44,1,1,4,40543,2019
60,1,1,4,40559,2019
38,1,2,4,40560,2019
76,1,2,4,40566,2019
40,1,2,4,40568,2019
30,1,2,4,40575,2019
38,1,1,4,40576,2019
11,1,2,4,40579,2019
71,1,1,4,40580,2019
55,1,1,4,40582,2019
29,1,1,4,40589,2019
93,1,1,4,40615,2019
73,1,2,4,40618,2019
39,1,1,4,40628,2019
91,1,1,4,40635,2019
49,1,1,4,40643,2019
56,1,2,4,40644,2019
20,1,1,4,40648,2019
54,1,1,4,40658,2019
18,1,2,4,40662,2019
49,1,2,4,40664,2019
58,1,2,4,40666,2019
53,1,2,4,40668,2019
59,1,1,4,40669,2019
69,1,1,4,40671,2019
53,1,1,4,40675,2019
83,1,1,4,40680,2019
52,1,1,4,40687,2019
26,1,1,4,40698,2019
37,1,1,4,40701,2019
44,1,1,4,40702,2019
71,1,1,4,40704,2019
53,1,2,4,40708,2019
57,1,2,4,40715,2019
31,1,2,4,40716,2019
30,1,2,4,40722,2019
65,1,1,4,40726,2019
30,1,1,4,40728,2019
62,1,1,4,40729,2019
55,1,1,4,40731,2019
42,1,2,4,40732,2019
55,1,1,4,40736,2019
64,1,1,4,40737,2019
37,1,1,4,40738,2019
6,1,1,4,40739,2019
61,1,1,4,40750,2019
50,1,1,4,40757,2019
13,2,1,4,40757,2019
69,1,1,4,40758,2019
22,1,1,4,40763,2019
22,1,1,4,40764,2019
59,1,1,4,40765,2019
58,1,1,4,40769,2019
60,1,1,4,40771,2019
38,1,2,4,40775,2019
60,1,1,4,40795,2019
25,1,1,4,40802,2019
33,1,2,4,40806,2019
25,1,2,4,40808,2019
57,1,2,4,40810,2019
38,1,1,4,40814,2019
60,1,1,4,40818,2019
50,1,1,4,40820,2019
26,1,1,4,40822,2019
60,1,2,4,40824,2019
71,1,2,4,40825,2019
14,1,1,4,40827,2019
48,1,1,4,40828,2019
77,1,1,4,40830,2019
70,1,1,4,40832,2019
75,1,1,4,40834,2019
82,1,1,4,40835,2019
54,1,2,4,40836,2019
57,1,1,4,40839,2019
57,1,2,4,40844,2019
55,1,2,4,40851,2019
28,1,1,4,40852,2019
64,1,1,4,40865,2019
38,1,2,4,40873,2019
59,1,2,4,40878,2019
51,1,2,4,40893,2019
50,1,2,4,40894,2019
68,1,2,4,40895,2019
56,1,1,4,40897,2019
71,1,1,4,40900,2019
34,1,1,4,40901,2019
13,1,1,4,40916,2019
58,1,1,4,40918,2019
18,1,1,4,40924,2019
28,1,1,4,40926,2019
86,1,1,4,40927,2019
18,1,1,4,40928,2019
40,1,2,5,50001,2019
65,1,1,5,50011,2019
63,1,1,5,50016,2019
42,1,2,5,50018,2019
23,1,1,5,50019,2019
41,1,1,5,50023,2019
22,1,1,5,50039,2019
53,1,1,5,50040,2019
51,1,2,5,50056,2019
53,1,2,5,50061,2019
66,1,1,5,50065,2019
62,1,2,5,50066,2019
18,1,2,5,50076,2019
22,1,1,5,50093,2019
67,1,1,5,50106,2019
65,1,1,5,50107,2019
64,1,1,5,50140,2019
25,1,1,5,50181,2019
39,1,1,5,50198,2019
43,2,2,5,50198,2019
46,1,1,5,50201,2019
42,1,1,5,50203,2019
65,1,1,5,50209,2019
24,1,1,5,50229,2019
46,1,1,5,50234,2019
33,1,1,5,50235,2019
34,1,1,5,50243,2019
52,1,1,5,50245,2019
21,1,1,5,50246,2019
35,1,1,5,50251,2019
47,1,1,5,50254,2019
17,1,1,5,50290,2019
40,1,2,5,50296,2019
46,1,1,5,50298,2019
62,1,1,5,50305,2019
66,1,1,5,50309,2019
17,1,1,5,50311,2019
65,1,1,5,50319,2019
37,1,2,5,50327,2019
46,1,1,5,50332,2019
34,1,2,5,50346,2019
45,1,1,5,50351,2019
59,1,2,5,50352,2019
33,1,1,5,50354,2019
67,1,1,5,50392,2019
38,1,1,5,50393,2019
40,1,1,5,50396,2019
38,1,2,5,50413,2019
45,1,2,5,50424,2019
56,2,1,5,50442,2019
60,1,1,5,50462,2019
46,1,2,5,50464,2019
40,1,2,5,50467,2019
29,1,1,5,50475,2019
30,1,1,5,50476,2019
64,1,1,5,50479,2019
66,1,1,5,50480,2019
50,1,1,5,50481,2019
3,1,1,5,50484,2019
52,1,1,5,50486,2019
65,1,1,5,50496,2019
999,1,1,6,60008,2019
37,1,2,6,60012,2019
31,1,1,6,60016,2019
61,1,1,6,60019,2019
65,1,2,6,60030,2019
33,1,2,6,60033,2019
46,1,1,6,60047,2019
54,1,1,6,60049,2019
37,1,1,6,60050,2019
27,1,1,6,60053,2019
32,1,1,6,60056,2019
57,1,1,6,60060,2019
24,1,1,6,60076,2019
72,1,2,6,60077,2019
86,1,2,6,60094,2019
57,1,1,6,60102,2019
52,1,1,6,60106,2019
83,1,1,6,60108,2019
30,1,2,6,60120,2019
62,1,1,6,60122,2019
33,1,1,6,60140,2019
43,1,1,6,60148,2019
88,1,1,6,60154,2019
32,1,1,6,60165,2019
22,1,1,6,60171,2019
54,1,1,6,60174,2019
28,1,1,6,60178,2019
44,1,2,6,60179,2019
75,1,1,6,60183,2019
81,1,1,6,60186,2019
43,1,1,6,60192,2019
21,1,1,6,60193,2019
49,2,2,6,60194,2019
79,1,2,6,60196,2019
79,1,1,6,60197,2019
31,1,1,6,60198,2019
59,1,1,6,60199,2019
22,1,1,6,60200,2019
58,1,2,6,60201,2019
62,1,1,6,60204,2019
32,1,1,6,60205,2019
37,1,1,6,60207,2019
27,1,2,6,60209,2019
78,1,1,6,60211,2019
86,1,2,6,60214,2019
58,1,2,6,60221,2019
43,1,1,6,60223,2019
70,1,2,6,60226,2019
30,1,2,6,60227,2019
84,1,2,6,60229,2019
67,1,2,6,60230,2019
2,1,1,6,60231,2019
50,1,2,6,60234,2019
44,1,2,6,60239,2019
21,1,1,6,60244,2019
75,1,2,6,60246,2019
65,1,1,6,60247,2019
47,1,1,6,60253,2019
49,1,1,6,60255,2019
55,1,1,6,60262,2019
26,1,2,6,60272,2019
33,1,1,6,60273,2019
64,1,1,6,60274,2019
48,1,1,6,60276,2019
17,1,2,6,60280,2019
30,1,2,6,60281,2019
24,1,1,6,60282,2019
64,1,2,6,60287,2019
47,1,2,6,60297,2019
59,1,1,6,60299,2019
22,1,1,6,60302,2019
49,1,1,6,60303,2019
57,1,2,6,60304,2019
36,1,1,6,60317,2019
30,1,1,6,60318,2019
20,1,1,6,60322,2019
61,1,1,6,60323,2019
68,1,2,6,60326,2019
30,1,1,6,60329,2019
45,1,1,6,60342,2019
31,1,1,6,60345,2019
21,1,1,6,60346,2019
27,1,1,6,60347,2019
47,1,2,6,60348,2019
56,1,1,6,60349,2019
37,1,2,6,60351,2019
79,1,1,6,60353,2019
18,1,1,6,60360,2019
58,1,1,6,60363,2019
84,1,2,6,60369,2019
49,1,2,6,60370,2019
78,1,1,6,60374,2019
51,1,2,6,60378,2019
0,1,1,6,60379,2019
37,1,1,6,60382,2019
53,1,2,6,60386,2019
46,1,1,6,60389,2019
70,1,1,6,60391,2019
67,1,1,6,60393,2019
44,1,1,6,60397,2019
25,1,1,6,60398,2019
73,1,1,6,60399,2019
38,1,1,6,60402,2019
34,2,2,6,60402,2019
10,3,1,6,60402,2019
90,1,1,6,60412,2019
25,1,1,6,60413,2019
61,1,1,6,60423,2019
45,1,2,6,60426,2019
54,1,1,6,60430,2019
26,1,1,6,60433,2019
33,1,1,6,60434,2019
39,1,1,6,60436,2019
33,1,1,6,60440,2019
40,1,1,6,60441,2019
25,1,1,6,60443,2019
38,1,1,6,60445,2019
39,1,1,6,60447,2019
31,1,1,6,60449,2019
21,1,2,6,60451,2019
50,1,1,6,60452,2019
46,1,1,6,60453,2019
54,1,1,6,60454,2019
37,1,2,6,60455,2019
40,1,1,6,60456,2019
35,1,1,6,60457,2019
58,1,1,6,60459,2019
41,1,2,6,60460,2019
64,1,2,6,60462,2019
83,1,2,6,60463,2019
69,1,2,6,60469,2019
44,1,1,6,60471,2019
42,1,1,6,60476,2019
56,1,1,6,60480,2019
48,1,1,6,60481,2019
84,1,1,6,60482,2019
58,1,1,6,60483,2019
73,1,1,6,60484,2019
39,1,2,6,60486,2019
59,1,1,6,60487,2019
55,1,2,6,60490,2019
17,1,1,6,60492,2019
52,1,1,6,60493,2019
31,1,1,6,60494,2019
40,1,2,6,60495,2019
49,1,1,6,60499,2019
70,1,2,6,60502,2019
24,1,1,6,60513,2019
30,1,1,6,60515,2019
53,1,2,6,60517,2019
28,1,1,6,60519,2019
60,1,2,6,60533,2019
75,1,1,6,60534,2019
60,1,1,6,60535,2019
51,1,1,6,60536,2019
61,1,1,6,60543,2019
76,1,2,6,60546,2019
31,1,1,6,60550,2019
56,1,1,6,60551,2019
26,1,1,6,60553,2019
65,1,1,6,60556,2019
46,1,1,6,60559,2019
26,1,2,6,60566,2019
60,1,2,6,60572,2019
80,1,1,6,60576,2019
25,1,1,6,60580,2019
37,1,2,6,60583,2019
59,1,1,6,60584,2019
84,1,2,6,60587,2019
58,1,1,6,60588,2019
77,1,2,6,60591,2019
58,1,1,6,60592,2019
27,1,2,6,60597,2019
35,1,1,6,60598,2019
39,1,1,6,60601,2019
43,1,2,6,60618,2019
32,1,2,6,60622,2019
51,1,1,6,60623,2019
62,1,2,6,60624,2019
25,1,1,6,60625,2019
61,1,1,6,60632,2019
65,1,2,6,60641,2019
90,1,1,6,60645,2019
70,1,1,6,60646,2019
63,1,1,6,60650,2019
53,1,1,6,60651,2019
63,1,2,6,60652,2019
75,1,1,6,60654,2019
95,1,1,6,60659,2019
56,1,1,6,60660,2019
50,1,2,6,60663,2019
54,1,2,6,60668,2019
72,1,2,6,60669,2019
90,1,1,6,60670,2019
45,1,2,6,60673,2019
21,1,1,6,60678,2019
27,1,1,6,60679,2019
63,1,1,6,60680,2019
999,1,2,6,60682,2019
54,1,1,6,60683,2019
49,1,1,6,60684,2019
83,1,2,6,60690,2019
75,1,1,6,60693,2019
26,1,1,6,60717,2019
29,1,1,6,60720,2019
40,1,2,6,60724,2019
23,1,1,6,60730,2019
82,1,1,6,60736,2019
83,1,1,6,60743,2019
12,1,2,6,60745,2019
14,2,2,6,60745,2019
35,1,1,6,60746,2019
59,1,2,6,60748,2019
70,1,1,6,60749,2019
84,1,1,6,60750,2019
58,1,1,6,60756,2019
47,1,1,6,60758,2019
39,1,1,6,60762,2019
58,1,1,6,60767,2019
58,1,2,6,60770,2019
39,1,1,6,60772,2019
42,1,1,6,60775,2019
14,1,2,6,60776,2019
52,1,1,6,60779,2019
32,1,1,6,60782,2019
54,1,2,6,60786,2019
47,1,1,6,60792,2019
45,1,1,6,60795,2019
69,1,1,6,60797,2019
62,1,1,6,60800,2019
56,1,1,6,60806,2019
36,1,1,6,60815,2019
25,1,1,6,60816,2019
33,1,1,6,60819,2019
59,1,2,6,60822,2019
60,1,1,6,60823,2019
43,1,1,6,60824,2019
77,1,2,6,60827,2019
74,1,1,6,60828,2019
85,1,2,6,60831,2019
25,1,1,6,60837,2019
36,1,2,6,60838,2019
70,1,1,6,60846,2019
80,1,1,6,60850,2019
58,1,2,6,60851,2019
66,1,1,6,60854,2019
83,1,2,6,60860,2019
35,1,2,6,60861,2019
59,1,1,6,60863,2019
19,1,1,6,60864,2019
32,1,2,6,60870,2019
34,1,1,6,60872,2019
91,1,1,6,60875,2019
55,1,1,6,60881,2019
50,1,1,6,60883,2019
40,1,2,6,60884,2019
45,1,2,6,60890,2019
33,1,2,6,60892,2019
30,1,1,6,60894,2019
72,1,1,6,60895,2019
59,1,1,6,60905,2019
13,1,1,6,60910,2019
71,1,1,6,60912,2019
61,1,2,6,60919,2019
45,1,2,6,60923,2019
48,1,1,6,60930,2019
47,1,1,6,60940,2019
56,1,1,6,60945,2019
56,1,1,6,60952,2019
36,1,1,6,60955,2019
64,1,2,6,60957,2019
31,1,1,6,60958,2019
68,1,2,6,60959,2019
38,1,1,6,60962,2019
51,1,1,6,60966,2019
33,1,1,6,60967,2019
29,1,2,6,60977,2019
55,1,2,6,60981,2019
34,1,1,6,60984,2019
55,1,2,6,60986,2019
40,1,1,6,60988,2019
43,1,2,6,60992,2019
32,1,1,6,60993,2019
83,1,2,6,60996,2019
67,1,1,6,61000,2019
28,1,2,6,61001,2019
47,1,1,6,61014,2019
39,1,2,6,61023,2019
60,1,2,6,61025,2019
31,1,1,6,61039,2019
54,1,2,6,61041,2019
76,1,1,6,61042,2019
30,1,1,6,61045,2019
26,1,1,6,61046,2019
54,1,2,6,61047,2019
67,1,1,6,61056,2019
59,1,2,6,61057,2019
54,1,2,6,61061,2019
53,1,2,6,61062,2019
32,1,1,6,61063,2019
44,1,1,6,61067,2019
33,1,1,6,61087,2019
70,1,1,6,61092,2019
71,1,1,6,61093,2019
72,1,1,6,61105,2019
63,1,1,6,61106,2019
37,1,1,6,61109,2019
40,2,1,6,61109,2019
70,1,2,6,61110,2019
68,1,1,6,61111,2019
51,1,1,6,61112,2019
33,1,2,6,61123,2019
31,1,1,6,61124,2019
31,2,1,6,61124,2019
48,1,1,6,61134,2019
62,1,1,6,61138,2019
83,1,1,6,61140,2019
22,1,2,6,61141,2019
47,1,2,6,61149,2019
42,1,2,6,61150,2019
46,1,1,6,61153,2019
71,1,1,6,61154,2019
60,1,1,6,61159,2019
27,1,1,6,61161,2019
27,1,1,6,61167,2019
49,1,1,6,61172,2019
20,1,1,6,61181,2019
55,1,2,6,61183,2019
24,1,1,6,61189,2019
31,1,1,6,61194,2019
15,1,1,6,61200,2019
34,1,1,6,61201,2019
38,1,1,6,61203,2019
40,1,2,6,61204,2019
60,1,1,6,61209,2019
13,1,1,6,61210,2019
41,1,1,6,61213,2019
29,1,1,6,61215,2019
66,1,1,6,61216,2019
65,1,1,6,61233,2019
30,1,1,6,61246,2019
75,1,1,6,61247,2019
54,1,1,6,61248,2019
10,1,1,6,61250,2019
84,1,1,6,61251,2019
998,1,1,6,61252,2019
30,1,2,6,61259,2019
19,1,2,6,61260,2019
57,1,1,6,61261,2019
23,1,1,6,61262,2019
38,1,1,6,61268,2019
19,1,1,6,61277,2019
34,1,1,6,61279,2019
26,1,1,6,61282,2019
51,1,2,6,61286,2019
58,1,1,6,61290,2019
40,1,2,6,61294,2019
49,1,1,6,61299,2019
32,1,2,6,61303,2019
42,1,2,6,61312,2019
27,1,2,6,61313,2019
64,1,1,6,61325,2019
28,1,1,6,61328,2019
59,1,1,6,61329,2019
51,1,1,6,61343,2019
64,1,1,6,61347,2019
69,1,1,6,61350,2019
63,1,1,6,61351,2019
26,1,2,6,61357,2019
76,1,1,6,61360,2019
56,1,1,6,61361,2019
32,1,1,6,61363,2019
49,1,1,6,61365,2019
79,1,1,6,61366,2019
65,1,1,6,61369,2019
57,1,1,6,61374,2019
31,1,2,6,61376,2019
78,1,2,6,61378,2019
43,1,1,6,61380,2019
38,1,1,6,61382,2019
45,1,2,6,61389,2019
74,1,1,6,61390,2019
31,1,1,6,61396,2019
36,1,2,6,61399,2019
76,1,2,6,61401,2019
25,1,1,6,61402,2019
59,1,1,6,61410,2019
28,1,1,6,61411,2019
54,1,1,6,61421,2019
83,1,2,6,61423,2019
53,1,1,6,61427,2019
35,1,1,6,61429,2019
59,1,2,6,61434,2019
46,1,1,6,61443,2019
28,1,1,6,61445,2019
55,1,2,6,61450,2019
65,1,1,6,61451,2019
55,1,1,6,61452,2019
18,1,1,6,61464,2019
20,1,2,6,61468,2019
27,1,1,6,61470,2019
26,1,1,6,61471,2019
43,1,1,6,61473,2019
35,1,1,6,61474,2019
39,1,1,6,61476,2019
63,1,1,6,61489,2019
69,1,1,6,61495,2019
55,1,1,6,61496,2019
53,1,1,6,61498,2019
50,1,1,6,61499,2019
72,1,2,6,61504,2019
72,2,2,6,61504,2019
53,1,1,6,61508,2019
66,1,2,6,61509,2019
58,1,1,6,61511,2019
57,1,1,6,61516,2019
26,1,1,6,61526,2019
61,1,1,6,61533,2019
30,1,2,6,61539,2019
37,1,1,6,61542,2019
33,1,2,6,61543,2019
85,1,1,6,61545,2019
42,1,1,6,61552,2019
31,1,1,6,61557,2019
38,1,2,6,61559,2019
89,1,1,6,61568,2019
45,1,2,6,61574,2019
66,1,1,6,61575,2019
25,1,1,6,61587,2019
30,1,1,6,61590,2019
31,1,1,6,61597,2019
67,1,1,6,61600,2019
66,1,1,6,61601,2019
25,1,2,6,61612,2019
42,1,1,6,61613,2019
50,1,1,6,61618,2019
34,1,1,6,61619,2019
90,1,1,6,61621,2019
67,2,2,6,61622,2019
85,1,1,6,61623,2019
34,1,1,6,61624,2019
54,1,2,6,61626,2019
19,1,1,6,61629,2019
32,1,1,6,61630,2019
38,1,1,6,61634,2019
30,1,2,6,61640,2019
26,1,1,6,61643,2019
59,1,2,6,61645,2019
48,1,2,6,61646,2019
52,1,1,6,61648,2019
50,1,1,6,61650,2019
55,1,1,6,61652,2019
46,1,2,6,61654,2019
34,1,1,6,61655,2019
52,1,1,6,61657,2019
54,1,2,6,61661,2019
84,1,1,6,61662,2019
28,1,1,6,61663,2019
79,1,2,6,61666,2019
57,1,1,6,61675,2019
32,1,1,6,61679,2019
32,1,2,6,61680,2019
47,1,2,6,61681,2019
53,1,1,6,61687,2019
31,1,1,6,61694,2019
65,1,1,6,61707,2019
32,1,1,6,61716,2019
80,1,1,6,61717,2019
50,1,2,6,61719,2019
27,1,1,6,61720,2019
65,1,1,6,61721,2019
87,1,1,6,61722,2019
53,1,1,6,61727,2019
73,1,1,6,61734,2019
57,1,1,6,61741,2019
57,1,2,6,61742,2019
42,1,1,6,61744,2019
63,1,2,6,61747,2019
74,1,1,6,61748,2019
52,1,1,6,61754,2019
83,1,2,6,61756,2019
20,1,1,6,61768,2019
34,1,1,6,61773,2019
48,1,2,6,61774,2019
38,1,2,6,61779,2019
31,1,2,6,61781,2019
38,1,1,6,61785,2019
25,1,1,6,61792,2019
46,1,1,6,61794,2019
17,1,1,6,61796,2019
88,1,2,6,61798,2019
67,1,2,6,61799,2019
51,1,1,6,61806,2019
41,1,1,6,61809,2019
67,1,1,6,61821,2019
23,1,1,6,61824,2019
87,1,1,6,61827,2019
62,1,1,6,61828,2019
65,1,1,6,61830,2019
33,1,1,6,61843,2019
39,1,1,6,61844,2019
40,1,1,6,61846,2019
53,1,1,6,61855,2019
53,1,1,6,61857,2019
59,1,1,6,61862,2019
74,1,2,6,61863,2019
39,1,2,6,61884,2019
45,1,1,6,61889,2019
20,1,2,6,61891,2019
71,1,2,6,61895,2019
76,1,1,6,61896,2019
58,1,1,6,61898,2019
59,1,1,6,61899,2019
51,1,1,6,61902,2019
85,1,1,6,61906,2019
59,1,1,6,61908,2019
61,1,1,6,61914,2019
42,1,1,6,61915,2019
59,1,1,6,61924,2019
31,1,1,6,61925,2019
48,1,1,6,61931,2019
44,1,1,6,61933,2019
87,1,1,6,61934,2019
54,1,2,6,61937,2019
26,1,1,6,61944,2019
81,1,1,6,61951,2019
25,1,1,6,61956,2019
25,1,1,6,61957,2019
50,1,1,6,61958,2019
50,1,1,6,61960,2019
64,1,2,6,61961,2019
27,1,2,6,61962,2019
26,1,1,6,61963,2019
56,1,1,6,61970,2019
22,1,1,6,61971,2019
76,1,1,6,61973,2019
30,1,1,6,61974,2019
42,1,1,6,61977,2019
64,1,1,6,61982,2019
21,1,1,6,61983,2019
58,1,2,6,61994,2019
69,1,1,6,62006,2019
72,1,1,6,62008,2019
74,1,1,6,62010,2019
37,1,2,6,62018,2019
22,1,1,6,62020,2019
44,1,1,6,62025,2019
35,1,1,6,62026,2019
60,1,1,6,62027,2019
19,1,1,6,62040,2019
43,1,1,6,62041,2019
58,1,1,6,62042,2019
29,1,1,6,62044,2019
28,1,1,6,62055,2019
47,1,1,6,62060,2019
64,1,2,6,62062,2019
57,1,1,6,62066,2019
73,1,1,6,62069,2019
73,1,1,6,62070,2019
29,1,1,6,62076,2019
22,1,1,6,62077,2019
4,1,2,6,62078,2019
53,1,1,6,62079,2019
41,1,1,6,62080,2019
21,1,2,6,62085,2019
78,1,1,6,62094,2019
64,1,1,6,62095,2019
13,1,1,6,62100,2019
29,1,1,6,62104,2019
30,1,2,6,62108,2019
58,1,1,6,62109,2019
48,1,1,6,62120,2019
62,1,2,6,62121,2019
63,1,1,6,62124,2019
29,1,2,6,62125,2019
35,1,1,6,62134,2019
24,1,2,6,62136,2019
86,1,1,6,62138,2019
61,1,1,6,62139,2019
56,1,1,6,62151,2019
61,1,1,6,62152,2019
38,1,1,6,62155,2019
26,1,2,6,62165,2019
27,1,1,6,62167,2019
67,1,1,6,62171,2019
25,1,1,6,62174,2019
48,1,1,6,62178,2019
46,1,2,6,62180,2019
32,1,1,6,62183,2019
69,1,2,6,62184,2019
49,1,1,6,62187,2019
53,1,2,6,62192,2019
41,1,1,6,62193,2019
33,1,1,6,62194,2019
52,1,1,6,62196,2019
64,1,1,6,62200,2019
87,1,1,6,62215,2019
