AGE,PER_NO,SEX,STATE,ST_CASE,YEAR
65,1,1,4,40174,2018
63,1,2,4,40177,2018
35,1,2,4,40178,2018
42,1,2,4,40184,2018
92,1,1,4,40185,2018
42,1,1,4,40190,2018
59,1,1,4,40194,2018
38,1,2,4,40204,2018
28,1,2,4,40206,2018
45,1,1,4,40208,2018
61,1,1,4,40211,2018
34,1,1,4,40212,2018
77,1,1,4,40213,2018
49,1,2,4,40217,2018
56,1,1,4,40218,2018
52,1,2,4,40220,2018
80,1,1,4,40234,2018
51,1,2,4,40235,2018
66,1,2,4,40236,2018
44,1,1,4,40237,2018
72,1,1,4,40243,2018
71,2,2,4,40243,2018
60,3,2,4,40243,2018
55,1,1,4,40252,2018
77,1,1,4,40254,2018
44,1,1,4,40258,2018
41,1,2,4,40273,2018
68,1,1,4,40277,2018
56,1,1,4,40281,2018
60,1,1,4,40284,2018
62,1,2,4,40292,2018
46,1,2,4,40298,2018
21,1,1,4,40300,2018
40,1,2,4,40301,2018
22,1,2,4,40302,2018
68,1,1,4,40303,2018
25,1,1,4,40311,2018
28,1,2,4,40317,2018
28,1,1,4,40321,2018
44,1,1,4,40324,2018
21,1,1,4,40325,2018
45,1,1,4,40326,2018
75,1,1,4,40327,2018
56,1,2,4,40331,2018
25,1,2,4,40334,2018
74,1,1,4,40337,2018
79,1,2,4,40344,2018
31,1,1,4,40358,2018
38,1,1,4,40370,2018
51,1,1,4,40375,2018
64,1,1,4,40376,2018
42,1,1,4,40382,2018
28,1,1,4,40383,2018
67,1,1,4,40396,2018
53,1,1,4,40399,2018
51,1,1,4,40401,2018
46,1,1,4,40402,2018
74,1,1,4,40404,2018
59,1,2,4,40405,2018
23,1,1,4,40406,2018
47,1,1,4,40407,2018
79,1,1,4,40408,2018
20,1,1,4,40410,2018
17,1,1,4,40411,2018
49,1,1,4,40424,2018
22,1,1,4,40427,2018
26,1,1,4,40430,2018
46,1,1,4,40438,2018
23,1,1,4,40441,2018
25,1,1,4,40444,2018
52,1,1,4,40448,2018
79,1,1,4,40453,2018
72,1,1,4,40455,2018
64,1,1,4,40456,2018
55,1,1,4,40460,2018
53,1,1,4,40468,2018
50,1,1,4,40480,2018
22,1,2,4,40484,2018
56,1,1,4,40485,2018
28,1,2,4,40496,2018
44,1,1,4,40497,2018
41,1,1,4,40504,2018
31,1,1,4,40511,2018
54,1,1,4,40512,2018
15,1,1,4,40517,2018
16,1,1,4,40533,2018
44,1,2,4,40535,2018
12,1,2,4,40539,2018
49,1,1,4,40545,2018
44,1,1,4,40554,2018
57,1,2,4,40557,2018
41,1,2,4,40559,2018
28,1,1,4,40560,2018
46,1,2,4,40561,2018
56,1,2,4,40567,2018
34,1,2,4,40568,2018
27,1,1,4,40571,2018
25,1,1,4,40574,2018
40,1,1,4,40579,2018
60,1,1,4,40580,2018
68,1,2,4,40583,2018
46,1,1,4,40589,2018
56,1,1,4,40595,2018
57,2,1,4,40595,2018
30,1,1,4,40598,2018
34,1,1,4,40609,2018
54,1,1,4,40611,2018
52,1,1,4,40612,2018
61,1,1,4,40613,2018
29,1,1,4,40614,2018
69,1,1,4,40618,2018
45,1,2,4,40619,2018
65,1,1,4,40621,2018
19,1,2,4,40622,2018
24,1,1,4,40624,2018
67,1,2,4,40626,2018
65,1,2,4,40627,2018
66,1,1,4,40629,2018
35,1,1,4,40642,2018
69,1,1,4,40643,2018
58,1,2,4,40646,2018
53,1,1,4,40648,2018
56,1,1,4,40649,2018
84,1,2,4,40652,2018
65,1,1,4,40654,2018
32,1,1,4,40659,2018
78,1,2,4,40660,2018
67,1,1,4,40663,2018
65,1,1,4,40666,2018
69,1,1,4,40670,2018
68,1,1,4,40671,2018
37,1,1,4,40672,2018
53,1,2,4,40681,2018
26,1,1,4,40683,2018
51,1,1,4,40685,2018
42,1,1,4,40690,2018
58,1,1,4,40691,2018
59,1,2,4,40694,2018
58,1,1,4,40701,2018
52,1,2,4,40702,2018
3,2,1,4,40702,2018
29,1,2,4,40704,2018
26,1,1,4,40706,2018
26,1,2,4,40711,2018
47,1,1,4,40715,2018
58,1,1,4,40719,2018
59,1,1,4,40722,2018
54,1,1,4,40723,2018
34,1,1,4,40725,2018
12,1,1,4,40727,2018
34,1,1,4,40733,2018
46,1,1,4,40734,2018
71,1,1,4,40738,2018
61,1,1,4,40741,2018
59,1,1,4,40743,2018
56,1,2,4,40745,2018
70,1,2,4,40757,2018
64,1,1,4,40765,2018
21,1,1,4,40766,2018
38,1,1,4,40771,2018
45,1,2,4,40772,2018
47,1,1,4,40782,2018
37,1,2,4,40783,2018
79,1,2,4,40784,2018
63,1,1,4,40785,2018
53,1,1,4,40788,2018
58,1,1,4,40798,2018
31,1,1,4,40799,2018
89,1,1,4,40802,2018
34,1,2,4,40805,2018
76,1,1,4,40813,2018
13,1,1,4,40820,2018
66,1,1,4,40824,2018
72,1,1,4,40829,2018
55,1,1,4,40837,2018
999,1,9,4,40841,2018
37,1,2,4,40845,2018
48,1,1,4,40846,2018
67,1,1,4,40863,2018
62,1,1,4,40864,2018
52,1,1,4,40882,2018
33,1,1,4,40894,2018
72,1,1,4,40897,2018
33,1,1,4,40901,2018
15,1,1,4,40905,2018
35,1,1,4,40908,2018
44,1,1,4,40911,2018
52,1,1,4,40912,2018
999,1,2,4,40913,2018
60,1,1,4,40917,2018
78,1,1,4,40918,2018
55,1,1,4,40920,2018
27,1,1,4,40922,2018
37,1,2,4,40923,2018
999,1,1,4,40925,2018
50,1,1,4,40937,2018
59,1,1,4,40942,2018
999,1,9,4,40951,2018
7,2,1,5,50010,2018
47,1,2,5,50016,2018
68,1,2,5,50023,2018
67,1,1,5,50024,2018
57,1,1,5,50025,2018
38,1,1,5,50027,2018
42,1,1,5,50048,2018
44,1,1,5,50057,2018
34,1,1,5,50058,2018
46,1,1,5,50067,2018
22,1,1,5,50076,2018
53,1,1,5,50078,2018
30,1,1,5,50100,2018
35,1,1,5,50104,2018
36,1,1,5,50134,2018
32,1,1,5,50153,2018
5,1,2,5,50159,2018
39,1,2,5,50170,2018
46,1,1,5,50211,2018
62,1,1,5,50234,2018
41,1,1,5,50237,2018
76,1,1,5,50241,2018
74,1,2,5,50251,2018
52,1,2,5,50255,2018
33,1,1,5,50260,2018
65,1,1,5,50271,2018
25,1,1,5,50277,2018
59,1,1,5,50281,2018
27,1,1,5,50295,2018
39,1,1,5,50302,2018
33,1,2,5,50303,2018
29,1,1,5,50310,2018
83,1,1,5,50314,2018
28,1,1,5,50316,2018
37,1,2,5,50321,2018
64,1,2,5,50363,2018
33,1,2,5,50365,2018
65,1,2,5,50366,2018
25,1,1,5,50374,2018
1,1,1,5,50378,2018
28,1,1,5,50380,2018
68,1,2,5,50384,2018
40,1,1,5,50386,2018
80,1,1,5,50392,2018
32,1,2,5,50397,2018
40,1,1,5,50405,2018
39,1,1,5,50417,2018
58,1,1,5,50423,2018
60,1,1,5,50424,2018
64,1,1,5,50426,2018
60,1,1,5,50434,2018
39,1,1,5,50455,2018
71,1,2,5,50458,2018
62,1,2,5,50464,2018
46,1,1,5,50470,2018
41,1,1,5,50471,2018
66,1,1,5,50475,2018
30,1,1,5,50476,2018
83,1,1,5,50481,2018
29,1,1,5,50482,2018
39,1,1,5,50483,2018
55,1,1,5,50485,2018
60,1,1,6,60007,2018
56,1,1,6,60011,2018
21,1,1,6,60018,2018
35,1,1,6,60021,2018
54,1,1,6,60028,2018
24,1,1,6,60034,2018
48,1,1,6,60037,2018
53,1,2,6,60038,2018
22,1,1,6,60049,2018
31,1,1,6,60058,2018
19,1,2,6,60059,2018
24,2,1,6,60059,2018
29,1,1,6,60068,2018
37,1,1,6,60074,2018
35,1,2,6,60075,2018
16,1,1,6,60082,2018
28,1,2,6,60092,2018
46,1,1,6,60095,2018
47,1,1,6,60096,2018
38,1,1,6,60107,2018
63,1,1,6,60108,2018
56,1,1,6,60112,2018
92,1,1,6,60117,2018
44,1,1,6,60125,2018
66,1,2,6,60126,2018
32,1,1,6,60128,2018
29,1,1,6,60145,2018
34,1,1,6,60150,2018
82,1,2,6,60152,2018
66,1,1,6,60153,2018
35,1,2,6,60161,2018
49,1,2,6,60162,2018
76,1,1,6,60164,2018
58,1,1,6,60167,2018
35,1,1,6,60169,2018
21,1,1,6,60176,2018
67,1,1,6,60181,2018
70,1,1,6,60182,2018
86,1,1,6,60184,2018
83,1,2,6,60185,2018
55,1,1,6,60190,2018
46,1,2,6,60196,2018
29,1,2,6,60197,2018
44,1,1,6,60202,2018
58,1,1,6,60204,2018
76,1,1,6,60205,2018
37,1,2,6,60215,2018
51,1,1,6,60217,2018
59,1,1,6,60219,2018
60,1,1,6,60220,2018
45,1,1,6,60223,2018
48,1,1,6,60230,2018
27,1,1,6,60231,2018
54,1,1,6,60232,2018
62,1,1,6,60235,2018
49,1,1,6,60238,2018
36,1,1,6,60241,2018
56,1,1,6,60242,2018
36,1,1,6,60248,2018
61,1,1,6,60260,2018
83,1,2,6,60261,2018
60,1,2,6,60262,2018
24,1,1,6,60267,2018
63,1,1,6,60268,2018
26,1,1,6,60282,2018
74,1,1,6,60287,2018
52,1,1,6,60290,2018
63,1,1,6,60292,2018
61,1,1,6,60293,2018
64,1,2,6,60294,2018
39,1,1,6,60303,2018
73,1,1,6,60307,2018
25,1,2,6,60310,2018
62,1,2,6,60313,2018
30,1,1,6,60315,2018
56,1,2,6,60316,2018
30,1,2,6,60320,2018
47,1,2,6,60325,2018
90,1,1,6,60326,2018
36,1,2,6,60327,2018
81,1,2,6,60329,2018
46,1,1,6,60342,2018
59,1,1,6,60344,2018
78,1,2,6,60345,2018
58,1,1,6,60349,2018
49,1,1,6,60350,2018
21,1,1,6,60352,2018
85,1,1,6,60354,2018
17,1,2,6,60356,2018
36,1,2,6,60366,2018
32,1,1,6,60379,2018
48,1,2,6,60380,2018
26,1,2,6,60381,2018
43,1,2,6,60385,2018
27,1,1,6,60390,2018
27,1,2,6,60391,2018
48,1,1,6,60395,2018
41,1,2,6,60397,2018
80,1,1,6,60402,2018
66,1,1,6,60412,2018
90,1,1,6,60414,2018
41,1,1,6,60417,2018
55,1,1,6,60418,2018
28,1,1,6,60429,2018
66,1,2,6,60430,2018
68,1,1,6,60431,2018
27,1,1,6,60432,2018
83,1,1,6,60434,2018
24,1,1,6,60438,2018
23,2,2,6,60438,2018
64,1,1,6,60439,2018
47,1,2,6,60441,2018
38,1,2,6,60443,2018
77,1,1,6,60449,2018
78,1,1,6,60451,2018
27,1,2,6,60453,2018
52,1,1,6,60454,2018
57,1,1,6,60455,2018
37,1,2,6,60459,2018
50,1,1,6,60462,2018
47,1,2,6,60463,2018
35,1,1,6,60467,2018
62,1,1,6,60468,2018
56,1,1,6,60474,2018
75,1,1,6,60485,2018
47,1,1,6,60489,2018
23,1,1,6,60502,2018
80,1,2,6,60511,2018
45,1,2,6,60512,2018
67,1,1,6,60513,2018
24,1,1,6,60517,2018
60,2,2,6,60517,2018
57,1,1,6,60519,2018
84,1,2,6,60523,2018
44,1,2,6,60526,2018
81,1,2,6,60528,2018
63,1,2,6,60530,2018
78,1,2,6,60531,2018
74,1,2,6,60535,2018
73,1,1,6,60536,2018
55,1,1,6,60537,2018
78,1,2,6,60538,2018
58,1,1,6,60539,2018
18,1,1,6,60540,2018
51,1,2,6,60550,2018
55,1,1,6,60556,2018
51,1,2,6,60559,2018
44,1,1,6,60565,2018
64,1,1,6,60576,2018
70,1,1,6,60578,2018
51,1,1,6,60585,2018
20,1,1,6,60594,2018
59,1,1,6,60603,2018
18,1,2,6,60614,2018
43,1,1,6,60621,2018
65,1,1,6,60622,2018
10,1,2,6,60624,2018
65,1,1,6,60631,2018
45,1,2,6,60636,2018
38,1,2,6,60637,2018
63,1,1,6,60639,2018
58,1,1,6,60643,2018
76,1,1,6,60644,2018
61,1,1,6,60646,2018
55,1,2,6,60648,2018
63,1,2,6,60650,2018
63,1,1,6,60653,2018
66,1,1,6,60654,2018
41,1,1,6,60656,2018
57,1,2,6,60657,2018
56,1,2,6,60660,2018
2,1,2,6,60661,2018
60,1,1,6,60671,2018
50,1,2,6,60672,2018
61,1,2,6,60674,2018
47,1,1,6,60676,2018
58,1,1,6,60678,2018
26,1,2,6,60679,2018
75,1,2,6,60680,2018
70,1,1,6,60688,2018
46,1,1,6,60691,2018
24,1,1,6,60695,2018
55,1,1,6,60699,2018
34,1,1,6,60702,2018
56,1,1,6,60703,2018
63,1,1,6,60706,2018
74,1,2,6,60711,2018
81,1,2,6,60717,2018
72,1,1,6,60718,2018
16,1,1,6,60719,2018
42,1,1,6,60720,2018
61,1,2,6,60723,2018
62,1,1,6,60725,2018
52,1,1,6,60727,2018
69,1,1,6,60729,2018
48,1,1,6,60738,2018
45,1,2,6,60740,2018
44,1,1,6,60752,2018
75,1,2,6,60755,2018
71,1,1,6,60760,2018
41,1,2,6,60761,2018
53,1,1,6,60762,2018
67,1,2,6,60764,2018
27,1,2,6,60768,2018
3,1,1,6,60769,2018
63,1,1,6,60778,2018
27,1,1,6,60779,2018
26,2,2,6,60779,2018
28,1,1,6,60781,2018
67,1,1,6,60791,2018
18,1,1,6,60792,2018
32,1,1,6,60804,2018
47,1,1,6,60851,2018
76,1,2,6,60853,2018
59,1,1,6,60854,2018
9,1,1,6,60861,2018
46,1,2,6,60863,2018
17,1,2,6,60865,2018
57,1,1,6,60868,2018
51,1,2,6,60877,2018
56,1,1,6,60878,2018
49,1,1,6,60908,2018
22,1,1,6,60912,2018
32,1,2,6,60920,2018
15,1,1,6,60927,2018
67,1,2,6,60930,2018
64,1,1,6,60940,2018
50,1,1,6,60948,2018
68,1,1,6,60961,2018
45,1,2,6,60969,2018
71,1,2,6,60972,2018
58,1,1,6,60974,2018
90,1,1,6,60976,2018
60,1,1,6,60983,2018
35,1,1,6,60984,2018
46,2,1,6,60984,2018
58,1,1,6,60987,2018
57,1,1,6,60992,2018
36,1,1,6,60999,2018
21,1,1,6,61002,2018
42,1,1,6,61015,2018
30,1,1,6,61026,2018
36,1,2,6,61029,2018
87,1,1,6,61030,2018
20,1,1,6,61040,2018
17,2,1,6,61040,2018
13,3,2,6,61040,2018
80,1,2,6,61044,2018
23,1,1,6,61047,2018
59,1,1,6,61049,2018
47,1,1,6,61050,2018
55,1,1,6,61052,2018
62,1,1,6,61057,2018
10,1,1,6,61068,2018
18,1,2,6,61069,2018
47,1,1,6,61082,2018
23,1,1,6,61087,2018
27,1,2,6,61096,2018
38,1,1,6,61102,2018
39,1,2,6,61103,2018
23,1,1,6,61106,2018
59,1,1,6,61107,2018
37,1,1,6,61117,2018
54,1,2,6,61121,2018
37,1,1,6,61123,2018
32,1,2,6,61129,2018
22,1,1,6,61134,2018
17,1,1,6,61138,2018
52,1,1,6,61142,2018
18,1,2,6,61150,2018
20,1,1,6,61151,2018
34,1,1,6,61154,2018
43,1,1,6,61155,2018
67,1,2,6,61158,2018
43,1,1,6,61160,2018
59,1,2,6,61172,2018
21,1,2,6,61176,2018
25,1,1,6,61178,2018
17,1,2,6,61190,2018
25,1,1,6,61203,2018
43,1,1,6,61212,2018
28,1,2,6,61213,2018
52,1,2,6,61219,2018
53,1,1,6,61237,2018
28,1,1,6,61242,2018
17,1,2,6,61243,2018
39,1,1,6,61244,2018
3,1,1,6,61245,2018
89,1,1,6,61246,2018
64,1,1,6,61251,2018
19,1,2,6,61254,2018
58,1,2,6,61258,2018
22,1,1,6,61260,2018
45,1,1,6,61261,2018
35,1,1,6,61265,2018
50,1,2,6,61266,2018
62,1,1,6,61269,2018
74,1,2,6,61273,2018
44,1,2,6,61274,2018
10,1,1,6,61283,2018
70,1,2,6,61284,2018
60,1,1,6,61285,2018
56,1,1,6,61287,2018
19,1,1,6,61289,2018
35,1,2,6,61292,2018
48,1,1,6,61302,2018
45,1,2,6,61305,2018
30,1,1,6,61309,2018
31,1,1,6,61321,2018
31,1,2,6,61327,2018
19,1,1,6,61331,2018
22,2,1,6,61331,2018
24,1,2,6,61333,2018
21,2,1,6,61333,2018
29,1,1,6,61348,2018
23,1,1,6,61353,2018
72,1,1,6,61354,2018
63,1,2,6,61357,2018
36,1,1,6,61361,2018
46,1,1,6,61365,2018
43,1,1,6,61381,2018
39,1,1,6,61383,2018
32,1,1,6,61384,2018
25,1,1,6,61387,2018
63,1,2,6,61391,2018
34,1,1,6,61397,2018
27,1,1,6,61402,2018
56,1,1,6,61404,2018
60,1,1,6,61406,2018
32,1,1,6,61415,2018
72,1,1,6,61416,2018
64,1,2,6,61419,2018
54,1,1,6,61420,2018
69,1,2,6,61421,2018
20,1,1,6,61422,2018
55,1,1,6,61423,2018
36,1,1,6,61450,2018
62,1,2,6,61452,2018
61,1,1,6,61454,2018
8,1,2,6,61473,2018
49,1,2,6,61477,2018
34,1,1,6,61479,2018
88,1,1,6,61481,2018
31,1,1,6,61487,2018
22,1,1,6,61489,2018
58,1,2,6,61490,2018
14,1,1,6,61497,2018
32,1,2,6,61498,2018
64,1,1,6,61499,2018
55,1,2,6,61501,2018
38,1,2,6,61502,2018
69,1,1,6,61503,2018
31,1,2,6,61505,2018
32,1,2,6,61506,2018
60,1,2,6,61507,2018
53,1,1,6,61508,2018
46,1,1,6,61510,2018
89,1,1,6,61511,2018
57,1,2,6,61515,2018
41,1,1,6,61518,2018
27,1,1,6,61523,2018
63,1,1,6,61525,2018
59,1,1,6,61526,2018
80,1,2,6,61527,2018
83,1,2,6,61544,2018
23,1,1,6,61554,2018
73,1,1,6,61556,2018
19,1,2,6,61558,2018
65,1,1,6,61561,2018
45,1,1,6,61562,2018
94,1,1,6,61572,2018
59,1,1,6,61574,2018
16,1,2,6,61577,2018
57,1,2,6,61578,2018
23,1,2,6,61580,2018
57,1,1,6,61584,2018
50,1,1,6,61586,2018
42,1,1,6,61593,2018
17,1,1,6,61594,2018
46,1,2,6,61597,2018
57,1,2,6,61610,2018
80,1,2,6,61617,2018
39,1,1,6,61628,2018
22,1,1,6,61630,2018
49,1,2,6,61631,2018
40,1,1,6,61632,2018
23,1,1,6,61633,2018
72,1,1,6,61637,2018
49,1,1,6,61638,2018
62,1,2,6,61640,2018
52,1,1,6,61645,2018
29,1,1,6,61649,2018
27,1,1,6,61653,2018
34,1,1,6,61654,2018
70,1,1,6,61657,2018
53,1,1,6,61659,2018
59,1,1,6,61660,2018
30,1,2,6,61672,2018
78,1,1,6,61673,2018
82,1,1,6,61675,2018
23,1,2,6,61677,2018
55,1,1,6,61682,2018
27,1,2,6,61686,2018
14,1,2,6,61688,2018
71,1,1,6,61695,2018
64,1,1,6,61698,2018
87,1,1,6,61700,2018
54,1,1,6,61701,2018
23,1,2,6,61704,2018
69,1,2,6,61707,2018
38,1,1,6,61710,2018
55,1,1,6,61719,2018
49,1,1,6,61728,2018
76,1,1,6,61730,2018
49,1,1,6,61738,2018
31,1,2,6,61741,2018
72,1,2,6,61742,2018
77,1,1,6,61744,2018
61,1,1,6,61745,2018
22,1,2,6,61746,2018
27,1,2,6,61747,2018
43,1,1,6,61748,2018
42,1,1,6,61749,2018
40,1,1,6,61750,2018
78,1,2,6,61753,2018
46,1,2,6,61764,2018
54,1,1,6,61765,2018
58,1,1,6,61768,2018
68,1,2,6,61771,2018
66,1,2,6,61773,2018
62,1,1,6,61774,2018
12,1,1,6,61778,2018
75,1,2,6,61796,2018
54,1,1,6,61804,2018
69,1,2,6,61818,2018
61,1,1,6,61826,2018
65,1,1,6,61827,2018
26,1,1,6,61830,2018
77,1,1,6,61835,2018
61,1,1,6,61837,2018
36,1,1,6,61839,2018
37,1,1,6,61842,2018
36,2,2,6,61842,2018
50,1,1,6,61849,2018
34,1,1,6,61853,2018
66,1,1,6,61867,2018
23,1,1,6,61868,2018
40,1,1,6,61870,2018
46,1,1,6,61875,2018
60,1,1,6,61876,2018
63,1,1,6,61884,2018
58,1,1,6,61889,2018
39,1,2,6,61902,2018
51,1,1,6,61904,2018
58,1,1,6,61905,2018
52,1,2,6,61907,2018
60,1,1,6,61910,2018
74,1,1,6,61911,2018
53,1,1,6,61914,2018
86,1,1,6,61923,2018
30,1,1,6,61926,2018
63,1,1,6,61928,2018
37,1,1,6,61929,2018
35,1,2,6,61930,2018
90,1,1,6,61931,2018
38,1,2,6,61932,2018
62,1,1,6,61933,2018
57,1,1,6,61935,2018
63,1,1,6,61936,2018
26,1,1,6,61938,2018
90,1,1,6,61940,2018
21,1,1,6,61943,2018
47,1,1,6,61944,2018
89,1,1,6,61945,2018
27,1,1,6,61952,2018
19,1,1,6,61956,2018
37,1,1,6,61965,2018
73,1,1,6,61969,2018
60,1,1,6,61971,2018
82,1,1,6,61972,2018
59,1,2,6,61974,2018
1,2,2,6,61974,2018
49,1,2,6,61984,2018
75,1,2,6,61986,2018
59,1,2,6,61987,2018
76,1,2,6,61988,2018
18,1,1,6,61989,2018
64,1,2,6,61990,2018
48,1,1,6,61991,2018
65,1,1,6,61992,2018
23,1,1,6,61993,2018
39,1,1,6,61994,2018
79,1,2,6,61995,2018
77,1,2,6,61996,2018
70,1,1,6,61997,2018
21,1,2,6,61998,2018
33,1,2,6,62006,2018
43,1,1,6,62008,2018
27,1,2,6,62012,2018
33,1,1,6,62013,2018
32,1,1,6,62023,2018
36,1,2,6,62039,2018
25,1,1,6,62040,2018
22,1,2,6,62041,2018
53,1,1,6,62042,2018
51,1,1,6,62048,2018
67,1,2,6,62049,2018
53,1,1,6,62050,2018
28,1,1,6,62055,2018
24,1,1,6,62059,2018
55,1,1,6,62060,2018
66,1,1,6,62061,2018
3,1,2,6,62062,2018
50,1,1,6,62069,2018
22,1,1,6,62071,2018
18,1,1,6,62073,2018
61,1,2,6,62082,2018
42,1,1,6,62083,2018
58,1,1,6,62084,2018
72,1,1,6,62085,2018
74,1,2,6,62089,2018
87,1,2,6,62095,2018
56,1,2,6,62098,2018
71,1,1,6,62101,2018
65,1,2,6,62103,2018
998,1,2,6,62106,2018
46,1,2,6,62111,2018
64,1,2,6,62117,2018
36,1,1,6,62123,2018
22,1,1,6,62134,2018
29,1,1,6,62136,2018
41,1,1,6,62146,2018
36,1,2,6,62157,2018
63,1,1,6,62158,2018
19,1,2,6,62161,2018
72,1,2,6,62164,2018
64,1,1,6,62165,2018
26,1,1,6,62169,2018
60,1,1,6,62171,2018
43,1,1,6,62173,2018
48,1,1,6,62177,2018
67,1,1,6,62178,2018
30,1,1,6,62184,2018
39,1,1,6,62186,2018
53,1,2,6,62188,2018
50,1,1,6,62195,2018
58,1,2,6,62199,2018
86,1,1,6,62201,2018
29,1,1,6,62203,2018
28,1,1,6,62204,2018
60,1,2,6,62214,2018
36,1,1,6,62216,2018
37,1,1,6,62226,2018
32,1,2,6,62241,2018
26,1,1,6,62253,2018
53,1,1,6,62257,2018
41,1,1,6,62270,2018
19,1,1,6,62271,2018
78,1,1,6,62275,2018
68,1,1,6,62278,2018
45,1,1,6,62279,2018
27,1,1,6,62280,2018
59,1,1,6,62283,2018
35,1,2,6,62285,2018
61,1,1,6,62287,2018
19,1,1,6,62289,2018
22,1,1,6,62290,2018
27,1,1,6,62293,2018
23,1,1,6,62296,2018
54,1,1,6,62304,2018
71,1,2,6,62306,2018
39,1,1,6,62308,2018
17,1,1,6,62309,2018
25,1,1,6,62319,2018
60,1,2,6,62326,2018
80,1,2,6,62330,2018
