AGE,PER_NO,SEX,STATE,ST_CASE,YEAR
61,1,1,6,62630,2017
11,1,2,6,62631,2017
61,1,1,6,62635,2017
71,1,1,6,62637,2017
46,1,2,6,62641,2017
54,1,1,6,62643,2017
60,1,1,6,62645,2017
92,1,2,6,62646,2017
3,1,2,6,62648,2017
78,1,2,6,62649,2017
49,1,1,6,62654,2017
40,1,2,6,62655,2017
76,1,1,6,62656,2017
60,1,1,6,62658,2017
58,1,2,6,62659,2017
55,1,1,6,62660,2017
76,1,1,6,62661,2017
27,1,1,6,62662,2017
50,1,2,6,62663,2017
41,1,1,6,62664,2017
64,1,2,6,62665,2017
39,1,1,6,62666,2017
21,1,1,6,62667,2017
32,1,1,6,62669,2017
44,1,2,6,62671,2017
75,1,1,6,62674,2017
34,1,2,6,62675,2017
69,1,2,6,62676,2017
36,1,1,6,62677,2017
72,1,1,6,62678,2017
78,1,2,6,62684,2017
71,1,1,6,62685,2017
75,1,2,6,62689,2017
53,1,1,6,62695,2017
17,1,1,6,62696,2017
49,1,2,6,62697,2017
29,1,1,6,62699,2017
56,1,1,6,62700,2017
61,1,1,6,62701,2017
65,1,2,6,62702,2017
34,1,1,6,62704,2017
46,1,2,6,62705,2017
34,1,1,6,62708,2017
69,1,1,6,62710,2017
68,1,2,6,62712,2017
30,1,1,6,62713,2017
35,1,1,6,62716,2017
29,1,1,6,62726,2017
2,1,1,6,62727,2017
54,1,2,6,62728,2017
55,1,2,6,62734,2017
94,1,1,6,62735,2017
64,1,2,6,62736,2017
55,1,1,6,62743,2017
69,1,2,6,62748,2017
40,1,2,6,62749,2017
22,1,1,6,62753,2017
65,1,1,6,62754,2017
29,1,1,6,62760,2017
74,1,1,6,62763,2017
37,1,1,6,62764,2017
79,1,2,6,62766,2017
52,1,1,6,62767,2017
69,1,2,6,62769,2017
61,1,2,6,62779,2017
25,1,2,6,62780,2017
59,1,1,6,62781,2017
67,1,1,6,62786,2017
5,2,2,6,62787,2017
78,1,2,6,62788,2017
73,1,1,6,62791,2017
72,1,1,6,62799,2017
56,1,2,6,62811,2017
67,1,1,6,62812,2017
87,1,1,6,62813,2017
79,1,2,6,62817,2017
57,1,1,6,62818,2017
75,1,2,6,62823,2017
51,1,1,6,62825,2017
64,1,2,6,62827,2017
65,1,1,6,62829,2017
62,1,1,6,62832,2017
19,1,1,6,62834,2017
42,2,1,6,62834,2017
65,1,1,6,62838,2017
36,1,2,6,62841,2017
47,1,2,6,62842,2017
60,1,1,6,62843,2017
20,1,1,6,62847,2017
43,1,2,6,62849,2017
71,1,1,6,62858,2017
60,1,1,6,62859,2017
49,1,1,6,62861,2017
49,1,1,6,62863,2017
20,1,1,6,62868,2017
21,1,1,6,62872,2017
56,1,2,6,62874,2017
63,1,2,6,62876,2017
28,1,1,6,62878,2017
44,1,1,6,62882,2017
20,1,1,6,62886,2017
21,1,1,6,62887,2017
66,1,2,6,62891,2017
32,1,1,6,62896,2017
41,1,2,6,62897,2017
54,1,1,6,62899,2017
11,1,2,6,62906,2017
45,1,1,6,62908,2017
999,1,2,6,62910,2017
62,1,1,6,62913,2017
53,1,1,6,62916,2017
54,1,1,6,62924,2017
56,1,1,6,62930,2017
50,1,1,6,62938,2017
24,1,1,6,62941,2017
35,1,1,6,62944,2017
26,1,1,6,62950,2017
20,1,1,6,62951,2017
84,1,1,6,62953,2017
47,1,1,6,62954,2017
62,1,1,6,62955,2017
39,1,1,6,62956,2017
31,1,1,6,62959,2017
21,1,1,6,62960,2017
78,1,1,6,62961,2017
78,1,1,6,62965,2017
21,1,1,6,62969,2017
26,1,2,6,62971,2017
85,1,1,6,62974,2017
37,1,2,6,62976,2017
50,1,1,6,62977,2017
28,1,2,6,62978,2017
33,1,1,6,62979,2017
59,1,1,6,62981,2017
33,1,2,6,62985,2017
17,1,1,6,62989,2017
60,1,2,6,62991,2017
37,1,1,6,62992,2017
56,1,1,6,62993,2017
36,1,1,6,63000,2017
33,1,1,6,63001,2017
34,1,1,6,63002,2017
40,1,1,6,63003,2017
45,1,1,6,63006,2017
2,1,1,6,63010,2017
35,1,2,6,63012,2017
52,1,1,6,63015,2017
64,1,1,6,63017,2017
62,1,1,6,63018,2017
64,1,2,6,63019,2017
62,1,1,6,63020,2017
58,1,1,6,63028,2017
52,1,1,6,63029,2017
64,1,1,6,63031,2017
59,1,1,6,63032,2017
41,1,2,6,63035,2017
40,1,1,6,63038,2017
62,1,1,6,63044,2017
54,1,1,6,63047,2017
55,1,2,6,63048,2017
59,1,1,6,63050,2017
29,1,1,6,63051,2017
70,1,1,6,63054,2017
62,1,1,6,63067,2017
50,1,1,6,63070,2017
90,1,1,6,63071,2017
64,1,2,6,63072,2017
65,1,1,6,63074,2017
66,1,1,6,63076,2017
44,1,2,6,63077,2017
21,1,1,6,63080,2017
86,1,1,6,63083,2017
31,1,1,6,63084,2017
37,1,2,6,63085,2017
56,1,2,6,63088,2017
83,1,1,6,63090,2017
68,1,1,6,63093,2017
25,1,1,6,63100,2017
49,1,1,6,63106,2017
48,1,2,6,63107,2017
49,1,1,6,63108,2017
50,1,2,6,63110,2017
68,1,2,6,63112,2017
36,1,2,6,63113,2017
63,1,2,6,63114,2017
24,1,1,6,63117,2017
92,1,1,6,63123,2017
55,1,1,6,63130,2017
78,1,1,6,63150,2017
61,1,2,6,63151,2017
51,1,2,6,63152,2017
86,1,2,6,63156,2017
56,1,2,6,63159,2017
67,1,1,6,63160,2017
65,1,1,6,63162,2017
69,1,2,6,63170,2017
25,1,1,6,63172,2017
90,1,1,6,63174,2017
33,1,2,6,63175,2017
48,1,1,6,63176,2017
36,1,1,6,63180,2017
36,1,2,6,63183,2017
29,1,1,6,63185,2017
60,1,1,6,63188,2017
72,1,1,6,63190,2017
49,1,1,6,63191,2017
82,1,1,6,63196,2017
21,1,1,6,63197,2017
48,1,1,6,63202,2017
54,1,1,6,63212,2017
49,1,1,6,63214,2017
66,1,1,6,63218,2017
16,1,1,6,63227,2017
69,1,1,6,63228,2017
87,1,2,6,63229,2017
79,1,1,6,63232,2017
58,1,1,6,63235,2017
65,1,2,6,63239,2017
56,1,1,6,63240,2017
70,1,1,6,63245,2017
58,1,1,6,63246,2017
75,1,2,6,63248,2017
53,1,1,6,63251,2017
81,1,1,6,63253,2017
46,1,2,6,63254,2017
51,1,1,6,63259,2017
79,1,2,6,63261,2017
59,1,1,6,63267,2017
28,1,1,6,63273,2017
43,1,2,6,63277,2017
44,2,1,6,63277,2017
33,1,1,6,63286,2017
29,1,1,6,63292,2017
63,1,2,6,63294,2017
68,1,2,6,63296,2017
41,1,1,6,63301,2017
97,1,1,6,63305,2017
56,1,1,6,63306,2017
53,1,1,6,63307,2017
75,1,1,6,63313,2017
86,1,2,6,63314,2017
81,1,1,6,63317,2017
33,1,2,6,63318,2017
58,1,1,6,63320,2017
31,1,1,6,63325,2017
68,1,1,6,63326,2017
81,1,2,6,63334,2017
70,1,1,6,63336,2017
64,1,1,6,63339,2017
18,1,1,6,63344,2017
68,1,1,6,63348,2017
51,1,1,6,63349,2017
58,1,2,6,63350,2017
60,2,1,6,63350,2017
75,1,1,6,63353,2017
55,1,1,6,63354,2017
16,1,1,6,63356,2017
89,1,2,6,63358,2017
40,1,2,6,63361,2017
32,1,1,6,63371,2017
46,1,2,6,63372,2017
45,1,2,6,63375,2017
53,1,2,6,63376,2017
20,1,1,6,63377,2017
60,1,1,6,63385,2017
27,1,1,6,63388,2017
36,1,1,6,63390,2017
24,1,1,6,63399,2017
63,2,1,6,63399,2017
24,1,1,6,63401,2017
69,1,1,6,63406,2017
78,1,1,6,63411,2017
34,1,1,6,63416,2017
42,1,1,6,63417,2017
54,1,2,6,63418,2017
56,1,1,6,63422,2017
73,1,2,6,63426,2017
30,1,2,6,63428,2017
44,1,1,6,63430,2017
81,1,2,6,63434,2017
60,1,1,6,63439,2017
67,1,2,6,63440,2017
41,1,1,6,63443,2017
62,1,1,6,63452,2017
45,1,2,6,63454,2017
15,1,2,6,63457,2017
63,1,2,6,63458,2017
62,1,1,6,63459,2017
64,1,2,6,63460,2017
46,1,2,6,63463,2017
66,1,2,6,63464,2017
55,1,1,6,63466,2017
75,1,2,6,63469,2017
39,1,1,6,63470,2017
82,1,2,6,63472,2017
48,1,1,6,63478,2017
31,1,1,6,63480,2017
69,1,2,6,63482,2017
83,1,1,6,63485,2017
55,1,2,6,63491,2017
61,1,2,6,63495,2017
39,1,2,6,63496,2017
38,1,1,6,63499,2017
33,1,1,6,63501,2017
49,1,2,6,63504,2017
13,1,2,6,63506,2017
63,1,1,6,63509,2017
80,1,1,6,63512,2017
48,1,1,6,63515,2017
92,1,1,6,63523,2017
49,1,2,6,63530,2017
65,1,1,6,63533,2017
60,1,1,6,63535,2017
58,1,1,6,63536,2017
57,1,1,6,63537,2017
24,1,1,6,63544,2017
35,1,2,6,63547,2017
79,1,1,6,63548,2017
52,1,1,6,63552,2017
41,1,2,6,63553,2017
56,1,1,6,63558,2017
74,1,1,6,63559,2017
999,1,2,6,63561,2017
66,1,1,6,63564,2017
56,1,1,6,63566,2017
63,1,2,6,63572,2017
47,1,1,6,63576,2017
29,1,1,6,63580,2017
54,1,1,6,63582,2017
2,1,1,6,63591,2017
58,1,1,6,63592,2017
77,1,1,6,63593,2017
999,1,2,6,63594,2017
68,1,2,6,63595,2017
77,2,1,6,63604,2017
45,1,1,6,63605,2017
23,1,2,6,63613,2017
63,1,1,6,63616,2017
26,1,1,6,63622,2017
26,1,2,6,63623,2017
18,1,2,6,63628,2017
25,1,1,6,63631,2017
21,1,1,6,63633,2017
25,2,1,6,63635,2017
21,1,1,8,80005,2017
38,1,1,8,80018,2017
74,1,1,8,80021,2017
9,1,2,8,80023,2017
56,1,2,8,80026,2017
54,1,2,8,80028,2017
28,1,1,8,80030,2017
56,1,1,8,80033,2017
55,1,1,8,80043,2017
74,1,1,8,80046,2017
16,1,1,8,80049,2017
51,1,1,8,80052,2017
88,1,2,8,80060,2017
47,1,2,8,80066,2017
52,1,1,8,80069,2017
60,1,1,8,80070,2017
47,1,1,8,80091,2017
23,2,1,8,80091,2017
79,1,1,8,80103,2017
33,1,1,8,80109,2017
59,1,1,8,80113,2017
35,1,2,8,80130,2017
41,1,1,8,80138,2017
62,1,1,8,80142,2017
38,1,1,8,80143,2017
11,1,1,8,80150,2017
18,1,1,8,80153,2017
43,1,1,8,80186,2017
86,1,1,8,80188,2017
33,1,1,8,80190,2017
33,1,2,8,80202,2017
54,1,2,8,80226,2017
57,1,1,8,80227,2017
45,1,1,8,80261,2017
48,1,1,8,80264,2017
25,1,1,8,80270,2017
60,1,1,8,80279,2017
24,1,1,8,80286,2017
37,1,1,8,80289,2017
81,1,1,8,80314,2017
66,1,2,8,80320,2017
46,1,1,8,80331,2017
74,1,1,8,80351,2017
93,1,1,8,80361,2017
58,1,1,8,80363,2017
25,1,1,8,80364,2017
40,1,2,8,80366,2017
57,1,1,8,80370,2017
45,1,1,8,80384,2017
57,1,1,8,80386,2017
41,1,1,8,80389,2017
56,1,1,8,80391,2017
31,1,1,8,80408,2017
53,1,1,8,80416,2017
53,1,1,8,80418,2017
45,1,2,8,80423,2017
2,1,1,8,80424,2017
21,1,1,8,80428,2017
20,1,1,8,80430,2017
31,1,2,8,80435,2017
21,1,2,8,80440,2017
28,1,1,8,80441,2017
60,1,1,8,80446,2017
27,1,1,8,80452,2017
94,1,1,8,80465,2017
47,1,1,8,80470,2017
43,1,1,8,80483,2017
15,1,2,8,80485,2017
18,1,1,8,80486,2017
73,1,2,8,80488,2017
12,1,1,8,80490,2017
33,1,1,8,80503,2017
59,1,2,8,80505,2017
51,1,1,8,80513,2017
46,1,1,8,80515,2017
52,1,1,8,80517,2017
65,1,1,8,80520,2017
21,1,1,8,80524,2017
39,1,1,8,80525,2017
67,1,1,8,80526,2017
36,1,1,8,80527,2017
59,1,1,8,80531,2017
81,1,1,8,80535,2017
42,1,1,8,80536,2017
54,1,2,8,80563,2017
19,1,1,8,80567,2017
57,1,1,8,80569,2017
44,1,1,8,80570,2017
25,1,1,8,80580,2017
18,1,2,8,80588,2017
31,1,1,8,80592,2017
48,1,1,8,80595,2017
42,1,2,9,90002,2017
88,1,2,9,90003,2017
87,1,1,9,90009,2017
84,1,2,9,90012,2017
85,1,2,9,90016,2017
77,1,1,9,90026,2017
40,1,1,9,90032,2017
30,1,1,9,90053,2017
81,1,2,9,90055,2017
47,1,2,9,90058,2017
64,1,2,9,90061,2017
41,1,2,9,90064,2017
78,1,2,9,90072,2017
80,1,1,9,90083,2017
38,1,1,9,90085,2017
64,1,1,9,90096,2017
35,1,2,9,90106,2017
31,1,2,9,90115,2017
61,1,1,9,90124,2017
52,1,1,9,90134,2017
72,1,1,9,90140,2017
19,1,2,9,90151,2017
56,2,2,9,90155,2017
65,1,1,9,90156,2017
49,1,1,9,90169,2017
42,1,1,9,90173,2017
58,1,2,9,90174,2017
79,1,2,9,90178,2017
41,1,1,9,90180,2017
56,1,1,9,90181,2017
66,1,2,9,90183,2017
23,1,2,9,90195,2017
89,1,1,9,90197,2017
55,1,1,9,90202,2017
47,1,1,9,90209,2017
3,4,1,9,90215,2017
50,1,2,9,90223,2017
38,1,2,9,90227,2017
85,1,2,9,90233,2017
87,1,2,9,90234,2017
72,1,1,9,90235,2017
66,1,1,9,90236,2017
19,1,1,9,90244,2017
75,1,2,9,90254,2017
67,1,1,9,90256,2017
27,1,1,9,90258,2017
53,1,2,9,90260,2017
74,1,1,9,90264,2017
47,1,2,9,90269,2017
90,1,1,10,100001,2017
47,1,1,10,100004,2017
47,1,2,10,100007,2017
46,1,1,10,100014,2017
52,1,1,10,100017,2017
50,1,1,10,100019,2017
53,1,1,10,100020,2017
25,1,1,10,100021,2017
73,1,1,10,100022,2017
31,1,1,10,100024,2017
53,1,1,10,100025,2017
62,1,2,10,100027,2017
67,1,1,10,100029,2017
44,1,1,10,100045,2017
52,1,2,10,100046,2017
59,1,1,10,100051,2017
35,1,2,10,100060,2017
51,1,2,10,100063,2017
35,1,1,10,100066,2017
54,1,2,10,100072,2017
53,2,1,10,100073,2017
50,1,2,10,100083,2017
24,1,2,10,100084,2017
23,1,1,10,100090,2017
31,1,1,10,100093,2017
62,1,1,10,100094,2017
25,1,1,10,100098,2017
53,1,2,10,100099,2017
26,1,1,10,100100,2017
67,1,2,10,100101,2017
27,1,1,10,100103,2017
75,1,1,10,100107,2017
54,1,1,10,100110,2017
60,1,1,11,110003,2017
65,1,2,11,110004,2017
58,1,1,11,110005,2017
33,1,1,11,110006,2017
6,1,1,11,110009,2017
82,1,1,11,110015,2017
48,1,1,11,110016,2017
62,1,2,11,110020,2017
23,1,2,11,110026,2017
84,1,2,11,110029,2017
60,1,1,11,110030,2017
23,2,1,12,120001,2017
44,1,1,12,120010,2017
59,1,1,12,120011,2017
41,1,1,12,120013,2017
47,1,2,12,120014,2017
52,1,1,12,120015,2017
44,1,1,12,120016,2017
94,1,1,12,120017,2017
57,1,2,12,120021,2017
59,1,1,12,120023,2017
63,1,1,12,120025,2017
29,1,1,12,120029,2017
44,1,1,12,120036,2017
63,1,1,12,120045,2017
80,1,1,12,120053,2017
55,1,1,12,120055,2017
70,1,1,12,120057,2017
25,1,2,12,120058,2017
61,1,2,12,120066,2017
62,1,1,12,120070,2017
53,1,2,12,120074,2017
61,1,1,12,120075,2017
81,1,1,12,120085,2017
33,1,1,12,120089,2017
82,1,2,12,120098,2017
54,1,2,12,120102,2017
30,1,1,12,120113,2017
52,1,2,12,120114,2017
33,1,1,12,120120,2017
52,1,1,12,120122,2017
60,1,1,12,120123,2017
24,1,2,12,120125,2017
53,1,1,12,120130,2017
56,1,1,12,120133,2017
76,1,1,12,120137,2017
47,1,2,12,120141,2017
38,1,1,12,120151,2017
82,1,1,12,120158,2017
56,1,1,12,120160,2017
63,1,1,12,120162,2017
71,1,1,12,120164,2017
28,1,1,12,120168,2017
43,1,2,12,120169,2017
52,1,1,12,120173,2017
48,1,1,12,120193,2017
31,1,1,12,120195,2017
57,1,1,12,120196,2017
74,1,1,12,120200,2017
28,1,1,12,120201,2017
47,1,1,12,120207,2017
63,1,1,12,120211,2017
31,1,1,12,120225,2017
39,1,1,12,120232,2017
63,1,1,12,120240,2017
17,1,2,12,120241,2017
74,1,1,12,120246,2017
49,1,1,12,120251,2017
52,1,1,12,120256,2017
42,1,2,12,120261,2017
67,1,2,12,120264,2017
32,1,2,12,120266,2017
87,1,1,12,120269,2017
23,1,1,12,120273,2017
57,1,1,12,120275,2017
67,1,1,12,120277,2017
29,1,1,12,120279,2017
46,1,1,12,120281,2017
48,1,1,12,120282,2017
66,1,1,12,120283,2017
61,1,2,12,120284,2017
53,1,1,12,120294,2017
67,1,2,12,120295,2017
56,1,1,12,120296,2017
24,1,1,12,120298,2017
3,1,1,12,120299,2017
65,1,1,12,120303,2017
58,1,1,12,120313,2017
46,1,2,12,120314,2017
46,1,2,12,120315,2017
79,1,1,12,120320,2017
81,1,1,12,120321,2017
21,1,1,12,120326,2017
59,1,1,12,120330,2017
63,1,1,12,120332,2017
68,1,2,12,120337,2017
26,1,1,12,120342,2017
47,1,1,12,120343,2017
34,1,1,12,120344,2017
50,1,1,12,120346,2017
67,1,2,12,120352,2017
24,1,1,12,120359,2017
13,1,1,12,120365,2017
56,1,1,12,120369,2017
46,1,1,12,120378,2017
28,1,1,12,120379,2017
29,1,1,12,120389,2017
77,1,1,12,120393,2017
12,1,1,12,120399,2017
65,1,1,12,120401,2017
34,1,1,12,120406,2017
36,1,1,12,120417,2017
63,1,1,12,120418,2017
69,1,1,12,120423,2017
45,1,1,12,120424,2017
30,1,1,12,120434,2017
61,1,2,12,120439,2017
48,1,2,12,120456,2017
49,1,2,12,120460,2017
58,1,1,12,120461,2017
43,1,2,12,120462,2017
39,1,1,12,120463,2017
58,1,1,12,120474,2017
33,1,1,12,120477,2017
29,1,2,12,120479,2017
8,2,1,12,120497,2017
70,1,2,12,120508,2017
53,1,1,12,120509,2017
16,1,2,12,120512,2017
76,1,1,12,120524,2017
32,1,2,12,120525,2017
53,1,2,12,120526,2017
63,1,1,12,120531,2017
58,1,2,12,120535,2017
55,1,1,12,120538,2017
15,1,1,12,120541,2017
22,1,2,12,120544,2017
55,1,1,12,120553,2017
53,1,1,12,120560,2017
53,1,1,12,120562,2017
60,1,1,12,120567,2017
48,1,1,12,120568,2017
30,1,2,12,120570,2017
998,1,1,12,120574,2017
25,1,2,12,120575,2017
49,1,1,12,120580,2017
24,1,1,12,120587,2017
35,1,1,12,120595,2017
73,1,2,12,120599,2017
52,1,1,12,120606,2017
83,1,2,12,120612,2017
998,1,1,12,120619,2017
24,1,1,12,120629,2017
39,1,1,12,120631,2017
38,1,2,12,120641,2017
82,1,2,12,120643,2017
57,1,1,12,120648,2017
50,1,1,12,120652,2017
53,1,2,12,120654,2017
57,1,1,12,120657,2017
63,1,1,12,120666,2017
38,1,1,12,120675,2017
50,1,2,12,120677,2017
25,2,1,12,120678,2017
23,1,1,12,120694,2017
39,1,1,12,120701,2017
21,1,2,12,120709,2017
998,1,9,12,120710,2017
48,1,1,12,120714,2017
46,1,1,12,120717,2017
81,1,2,12,120721,2017
32,1,1,12,120725,2017
68,1,1,12,120727,2017
80,1,2,12,120731,2017
998,1,1,12,120732,2017
57,1,1,12,120738,2017
44,1,1,12,120743,2017
80,1,2,12,120744,2017
42,1,1,12,120754,2017
55,1,2,12,120759,2017
7,1,1,12,120764,2017
60,1,2,12,120775,2017
41,1,1,12,120776,2017
17,1,2,12,120781,2017
45,1,1,12,120783,2017
998,1,2,12,120784,2017
41,1,1,12,120788,2017
75,1,1,12,120790,2017
71,1,2,12,120796,2017
28,1,1,12,120810,2017
998,1,9,12,120820,2017
34,1,1,12,120823,2017
55,1,1,12,120832,2017
29,1,1,12,120835,2017
59,1,2,12,120883,2017
65,1,1,12,120884,2017
57,1,1,12,120888,2017
26,1,1,12,120889,2017
998,1,9,12,120904,2017
33,1,1,12,120912,2017
31,1,1,12,120913,2017
37,1,1,12,120917,2017
75,1,1,12,120920,2017
52,1,1,12,120925,2017
13,1,1,12,120931,2017
62,1,1,12,120933,2017
32,1,1,12,120941,2017
24,1,1,12,120946,2017
34,1,1,12,120947,2017
30,1,1,12,120958,2017
32,1,1,12,120970,2017
60,1,2,12,120981,2017
85,1,1,12,120985,2017
54,1,1,12,120991,2017
59,1,1,12,121004,2017
35,1,1,12,121005,2017
53,1,1,12,121006,2017
30,1,1,12,121007,2017
79,1,1,12,121010,2017
79,1,1,12,121011,2017
28,1,1,12,121014,2017
56,1,1,12,121019,2017
57,1,2,12,121022,2017
57,1,2,12,121024,2017
998,1,9,12,121028,2017
39,1,2,12,121038,2017
28,1,1,12,121047,2017
28,2,1,12,121047,2017
49,1,1,12,121051,2017
46,1,1,12,121057,2017
2,1,1,12,121058,2017
73,1,1,12,121070,2017
4,1,1,12,121077,2017
21,1,2,12,121099,2017
998,1,1,12,121109,2017
32,1,1,12,121111,2017
45,1,1,12,121118,2017
70,1,1,12,121133,2017
23,1,2,12,121141,2017
63,1,1,12,121144,2017
55,1,2,12,121148,2017
63,1,2,12,121155,2017
998,1,1,12,121157,2017
998,1,1,12,121158,2017
66,1,1,12,121161,2017
83,1,1,12,121163,2017
61,1,1,12,121168,2017
62,1,2,12,121171,2017
59,1,1,12,121172,2017
78,1,2,12,121175,2017
998,1,1,12,121176,2017
76,1,1,12,121183,2017
61,1,2,12,121185,2017
23,1,1,12,121187,2017
60,1,9,12,121188,2017
37,1,1,12,121189,2017
70,1,1,12,121204,2017
30,1,1,12,121209,2017
14,1,1,12,121213,2017
998,1,9,12,121223,2017
40,1,2,12,121224,2017
50,1,1,12,121230,2017
58,1,1,12,121231,2017
30,1,1,12,121233,2017
37,1,1,12,121247,2017
45,1,2,12,121253,2017
998,2,9,12,121253,2017
42,1,1,12,121265,2017
68,2,1,12,121278,2017
39,1,2,12,121279,2017
61,1,2,12,121280,2017
60,1,1,12,121284,2017
25,1,2,12,121289,2017
43,1,1,12,121291,2017
56,1,2,12,121292,2017
74,1,2,12,121297,2017
48,1,1,12,121310,2017
42,1,1,12,121317,2017
51,1,1,12,121322,2017
52,1,1,12,121337,2017
49,1,1,12,121343,2017
19,1,1,12,121344,2017
45,1,1,12,121348,2017
22,1,1,12,121357,2017
51,1,2,12,121359,2017
59,1,1,12,121360,2017
998,1,9,12,121377,2017
37,1,2,12,121389,2017
49,1,1,12,121394,2017
70,1,1,12,121397,2017
58,1,1,12,121404,2017
21,1,2,12,121405,2017
998,1,2,12,121408,2017
998,1,1,12,121411,2017
62,1,1,12,121412,2017
62,1,1,12,121413,2017
82,1,1,12,121419,2017
82,1,2,12,121428,2017
51,1,1,12,121429,2017
57,1,2,12,121430,2017
39,1,1,12,121431,2017
998,1,9,12,121435,2017
52,1,1,12,121439,2017
28,1,1,12,121443,2017
57,1,2,12,121450,2017
70,1,1,12,121452,2017
51,1,1,12,121454,2017
55,1,1,12,121460,2017
16,2,1,12,121467,2017
61,1,2,12,121468,2017
56,1,1,12,121470,2017
60,1,1,12,121471,2017
58,1,1,12,121477,2017
24,1,1,12,121483,2017
46,1,1,12,121485,2017
22,1,2,12,121489,2017
41,1,1,12,121494,2017
34,1,2,12,121511,2017
53,1,2,12,121514,2017
47,1,1,12,121518,2017
78,1,1,12,121530,2017
46,1,2,12,121538,2017
54,1,1,12,121543,2017
998,1,9,12,121553,2017
998,1,9,12,121554,2017
62,1,1,12,121561,2017
53,1,1,12,121563,2017
38,2,1,12,121564,2017
55,1,1,12,121566,2017
53,1,2,12,121570,2017
34,1,2,12,121571,2017
66,1,1,12,121574,2017
998,1,1,12,121575,2017
25,1,1,12,121599,2017
47,1,2,12,121603,2017
29,1,1,12,121604,2017
52,1,2,12,121612,2017
58,1,1,12,121618,2017
62,1,1,12,121622,2017
58,1,1,12,121626,2017
54,1,1,12,121639,2017
59,1,1,12,121643,2017
18,1,1,12,121652,2017
40,1,2,12,121663,2017
57,1,2,12,121675,2017
54,1,1,12,121678,2017
51,1,1,12,121679,2017
37,1,1,12,121683,2017
38,1,2,12,121688,2017
69,1,1,12,121689,2017
59,1,2,12,121690,2017
65,1,2,12,121694,2017
56,1,2,12,121713,2017
56,1,1,12,121715,2017
17,1,1,12,121722,2017
61,1,1,12,121727,2017
68,1,2,12,121738,2017
61,1,1,12,121740,2017
53,1,1,12,121741,2017
58,1,2,12,121746,2017
65,1,1,12,121748,2017
34,1,1,12,121752,2017
32,1,1,12,121775,2017
28,1,1,12,121776,2017
50,1,1,12,121788,2017
33,1,1,12,121802,2017
45,1,1,12,121807,2017
86,1,1,12,121811,2017
89,1,1,12,121814,2017
86,1,1,12,121817,2017
38,1,1,12,121826,2017
69,1,2,12,121827,2017
3,1,2,12,121834,2017
53,1,1,12,121836,2017
998,1,9,12,121837,2017
65,1,1,12,121839,2017
56,1,2,12,121844,2017
17,1,1,12,121845,2017
50,1,1,12,121848,2017
51,1,1,12,121849,2017
68,1,1,12,121851,2017
56,1,1,12,121852,2017
33,1,1,12,121854,2017
45,1,2,12,121858,2017
998,1,1,12,121861,2017
41,1,2,12,121867,2017
87,1,1,12,121870,2017
73,1,2,12,121871,2017
50,1,1,12,121872,2017
58,1,1,12,121873,2017
55,1,1,12,121875,2017
49,1,1,12,121877,2017
18,1,2,12,121878,2017
37,1,1,12,121889,2017
998,1,1,12,121898,2017
998,1,9,12,121900,2017
998,1,9,12,121902,2017
36,1,1,12,121905,2017
83,1,1,12,121906,2017
52,1,1,12,121918,2017
998,1,9,12,121919,2017
74,1,1,12,121922,2017
998,1,9,12,121933,2017
64,1,1,12,121937,2017
998,1,9,12,121939,2017
56,1,2,12,121946,2017
33,1,1,12,121947,2017
87,1,1,12,121951,2017
44,1,1,12,121955,2017
56,1,1,12,121962,2017
47,1,2,12,121967,2017
56,1,1,12,121971,2017
59,1,2,12,121973,2017
998,1,2,12,121978,2017
20,1,1,12,121981,2017
30,1,1,12,121983,2017
14,1,2,12,121996,2017
70,1,1,12,121997,2017
56,1,1,12,122011,2017
998,1,9,12,122012,2017
70,1,2,12,122014,2017
19,1,2,12,122021,2017
8,1,1,12,122033,2017
35,1,2,12,122034,2017
23,1,1,12,122039,2017
55,1,1,12,122045,2017
73,1,2,12,122048,2017
52,1,1,12,122052,2017
43,1,2,12,122056,2017
85,1,1,12,122057,2017
18,1,2,12,122061,2017
65,1,1,12,122065,2017
78,1,1,12,122068,2017
35,1,2,12,122069,2017
36,2,1,12,122069,2017
21,1,2,12,122074,2017
35,1,2,12,122075,2017
34,1,1,12,122076,2017
30,1,2,12,122077,2017
40,1,1,12,122089,2017
19,1,1,12,122092,2017
59,1,2,12,122099,2017
18,1,1,12,122101,2017
59,1,1,12,122110,2017
53,1,1,12,122112,2017
46,1,1,12,122122,2017
51,1,1,12,122131,2017
62,1,1,12,122141,2017
55,1,9,12,122142,2017
86,1,2,12,122143,2017
87,1,2,12,122149,2017
998,1,9,12,122154,2017
58,1,2,12,122158,2017
38,1,2,12,122162,2017
21,1,2,12,122168,2017
32,1,1,12,122169,2017
64,1,2,12,122170,2017
45,1,1,12,122183,2017
62,1,1,12,122184,2017
44,1,1,12,122196,2017
66,1,2,12,122198,2017
56,1,1,12,122204,2017
1,1,1,12,122206,2017
50,1,1,12,122207,2017
53,1,1,12,122219,2017
4,1,1,12,122224,2017
41,1,1,12,122230,2017
31,1,2,12,122233,2017
68,1,1,12,122234,2017
20,1,1,12,122235,2017
74,1,1,12,122238,2017
24,1,1,12,122239,2017
25,1,2,12,122243,2017
56,1,2,12,122262,2017
36,1,2,12,122265,2017
58,1,2,12,122270,2017
46,1,2,12,122281,2017
56,1,1,12,122287,2017
56,1,1,12,122291,2017
