A_CT,A_D15_19,A_D15_20,A_D16_19,A_D16_20,A_D16_24,A_D21_24,A_D65PLS,A_LT,A_MC,A_PED,A_PEDAL,A_PEDAL_F,A_PED_F,A_RD,A_RELRD,FATALS,SCH_BUS,STATE,STATENAME,ST_CASE,YEAR
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121735,2018
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,12,Florida,121736,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121737,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121738,2018
2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,0,12,Florida,121739,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121740,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121741,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121742,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121743,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,12,Florida,121744,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,12,Florida,121745,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,12,Florida,121747,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,12,Florida,121748,2018
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,12,Florida,121749,2018
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,3,1,0,12,Florida,121750,2018
1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,4,1,0,12,Florida,121751,2018
2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121752,2018
2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121753,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,0,12,Florida,121754,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121755,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,0,12,Florida,121757,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121758,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121759,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,12,Florida,121760,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,12,Florida,121761,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121762,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,12,Florida,121763,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121764,2018
1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121765,2018
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,12,Florida,121766,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121767,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121768,2018
3,2,2,2,2,2,2,1,2,1,2,2,2,2,1,4,2,0,12,Florida,121769,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121770,2018
2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,0,12,Florida,121771,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121772,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,12,Florida,121773,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121774,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121775,2018
2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121776,2018
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,12,Florida,121778,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,12,Florida,121779,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,12,Florida,121780,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121781,2018
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,12,Florida,121783,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121784,2018
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,12,Florida,121785,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121787,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121788,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121789,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,12,Florida,121790,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,12,Florida,121791,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121792,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121793,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,0,12,Florida,121794,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121795,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,12,Florida,121796,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,12,Florida,121797,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121798,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,0,12,Florida,121800,2018
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121801,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121802,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,12,Florida,121803,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121804,2018
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,12,Florida,121805,2018
3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,12,Florida,121806,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121807,2018
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121808,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121809,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,2,0,12,Florida,121810,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121811,2018
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121813,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,12,Florida,121814,2018
3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,0,12,Florida,121815,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121816,2018
2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,0,12,Florida,121817,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121818,2018
3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,12,Florida,121820,2018
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,0,12,Florida,121821,2018
2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121822,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,12,Florida,121823,2018
3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121824,2018
2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121825,2018
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121826,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121827,2018
3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,12,Florida,121828,2018
1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,12,Florida,121829,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,12,Florida,121830,2018
2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121831,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121832,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121834,2018
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121835,2018
1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121836,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121837,2018
3,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,0,12,Florida,121838,2018
3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121839,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,12,Florida,121840,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,12,Florida,121841,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121842,2018
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121843,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121845,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121846,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,12,Florida,121847,2018
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121848,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,12,Florida,121849,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121850,2018
2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,0,12,Florida,121851,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,12,Florida,121852,2018
1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,0,12,Florida,121853,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121854,2018
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121856,2018
3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,12,Florida,121857,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121858,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,12,Florida,121859,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,1,0,12,Florida,121860,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121861,2018
1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,0,12,Florida,121862,2018
2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,1,0,12,Florida,121863,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121864,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121865,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121866,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,12,Florida,121867,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121868,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,12,Florida,121869,2018
2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,0,12,Florida,121870,2018
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121871,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121873,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121874,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121875,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,12,Florida,121876,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,12,Florida,121878,2018
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121879,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,12,Florida,121880,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121881,2018
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,12,Florida,121882,2018
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,12,Florida,121883,2018
1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,0,12,Florida,121884,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121885,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121886,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121888,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121889,2018
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121890,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121891,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121892,2018
2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121894,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121896,2018
3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121897,2018
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121898,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,12,Florida,121899,2018
3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121900,2018
3,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121902,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,12,Florida,121903,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121904,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,12,Florida,121905,2018
1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,4,1,0,12,Florida,121906,2018
1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,4,1,0,12,Florida,121907,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121908,2018
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121909,2018
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,12,Florida,121910,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121911,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121912,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,12,Florida,121913,2018
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,12,Florida,121914,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121915,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121916,2018
1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,0,12,Florida,121917,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121918,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121919,2018
3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121920,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121921,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121922,2018
2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,0,12,Florida,121923,2018
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,12,Florida,121924,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121925,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121926,2018
3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121927,2018
2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,12,Florida,121928,2018
1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,4,2,0,12,Florida,121929,2018
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121930,2018
2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,0,12,Florida,121931,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,0,12,Florida,121932,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121933,2018
1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,0,12,Florida,121934,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,0,12,Florida,121935,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,12,Florida,121936,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121937,2018
2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121938,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,12,Florida,121939,2018
2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121940,2018
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,12,Florida,121941,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121942,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121943,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121944,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121946,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121947,2018
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121948,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121949,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121950,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121951,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121953,2018
3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121954,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,2,0,12,Florida,121955,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121956,2018
2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,0,12,Florida,121957,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,12,Florida,121958,2018
2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121959,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,12,Florida,121960,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121961,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121962,2018
1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,1,0,12,Florida,121963,2018
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121964,2018
1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,0,12,Florida,121965,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121966,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121967,2018
1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,4,1,0,12,Florida,121968,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121969,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121970,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121971,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,12,Florida,121972,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,0,12,Florida,121973,2018
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121974,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,3,0,12,Florida,121975,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121976,2018
3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,4,0,12,Florida,121977,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121978,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121979,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121980,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121981,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,121982,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121983,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121984,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,12,Florida,121985,2018
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,12,Florida,121986,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121987,2018
1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,0,12,Florida,121988,2018
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,1,0,12,Florida,121989,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,12,Florida,121990,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,0,12,Florida,121991,2018
3,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,0,12,Florida,121992,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,0,12,Florida,121993,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,0,12,Florida,121994,2018
2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,121995,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,2,0,12,Florida,121996,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,121997,2018
3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,121998,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,121999,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,122000,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,122001,2018
3,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,12,Florida,122002,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,122003,2018
3,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,0,12,Florida,122004,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,122005,2018
2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,0,12,Florida,122006,2018
1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,122007,2018
2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,122008,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,122009,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,122010,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,122011,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,122012,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,122013,2018
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,0,12,Florida,122014,2018
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,12,Florida,122015,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,12,Florida,122016,2018
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,12,Florida,122017,2018
3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,12,Florida,122018,2018
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,122019,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,122020,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,12,Florida,122021,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,122022,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,12,Florida,122023,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,12,Florida,122024,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,122025,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,122026,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,12,Florida,122028,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,12,Florida,122029,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,12,Florida,122030,2018
2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,12,Florida,122031,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,12,Florida,122032,2018
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,12,Florida,122033,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,12,Florida,122034,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,122035,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,122036,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,122037,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,12,Florida,122039,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,122040,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,12,Florida,122041,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,12,Florida,122042,2018
3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,12,Florida,122043,2018
