A_CT,A_D15_19,A_D15_20,A_D16_19,A_D16_20,A_D16_24,A_D21_24,A_D65PLS,A_LT,A_MC,A_PED,A_PEDAL,A_PEDAL_F,A_PED_F,A_RD,A_RELRD,FATALS,SCH_BUS,STATE,STATENAME,ST_CASE,YEAR
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290130,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290131,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290132,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290133,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290134,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290135,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290136,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290137,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290138,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290139,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290140,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290141,2018
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,29,Missouri,290142,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290143,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,29,Missouri,290144,2018
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290145,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,29,Missouri,290146,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290147,2018
3,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290148,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290149,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290150,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290151,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290152,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290153,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290154,2018
2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,29,Missouri,290155,2018
3,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290156,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290157,2018
2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290158,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290159,2018
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290160,2018
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290161,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,0,29,Missouri,290162,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290163,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290164,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,29,Missouri,290165,2018
2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290166,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290167,2018
3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290168,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,29,Missouri,290169,2018
3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290170,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290171,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,29,Missouri,290172,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290173,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290174,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290175,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290176,2018
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290177,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290178,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290179,2018
2,1,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,0,29,Missouri,290180,2018
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290181,2018
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290182,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290183,2018
2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,0,29,Missouri,290184,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,29,Missouri,290185,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290186,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290187,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290189,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290190,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290191,2018
3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290192,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290193,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290194,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,29,Missouri,290195,2018
2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290196,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,29,Missouri,290197,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290198,2018
2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290199,2018
2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,0,29,Missouri,290200,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,29,Missouri,290201,2018
2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290202,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290203,2018
2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290204,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290205,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290206,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,29,Missouri,290207,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290208,2018
2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290209,2018
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290210,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,29,Missouri,290211,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290212,2018
1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290213,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290214,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290215,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,29,Missouri,290216,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290217,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290218,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,29,Missouri,290219,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290220,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290221,2018
3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,29,Missouri,290222,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290223,2018
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290224,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290225,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290226,2018
1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,4,1,0,29,Missouri,290227,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290228,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290229,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290230,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290232,2018
2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,0,29,Missouri,290233,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290234,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290235,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290236,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290237,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290238,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,29,Missouri,290240,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290241,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290242,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290243,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290244,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290245,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290246,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290247,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290248,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290249,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290250,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290251,2018
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290252,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290253,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290254,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290255,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290256,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290257,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290258,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290259,2018
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290260,2018
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290261,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,29,Missouri,290262,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290263,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290264,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290265,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290266,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290267,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290268,2018
3,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290269,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290270,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,0,29,Missouri,290271,2018
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,29,Missouri,290272,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290273,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290274,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290275,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,29,Missouri,290276,2018
1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,3,1,0,29,Missouri,290277,2018
3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290278,2018
2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,0,29,Missouri,290279,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290280,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290281,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290282,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290283,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,0,29,Missouri,290284,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290285,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290286,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290287,2018
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,1,0,29,Missouri,290288,2018
1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290289,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290290,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,29,Missouri,290291,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290292,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290293,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290294,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290295,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,29,Missouri,290296,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,29,Missouri,290297,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290298,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290299,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290300,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290301,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290302,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290303,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290304,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290305,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290306,2018
3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290307,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290308,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290309,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290310,2018
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,29,Missouri,290312,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290313,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,29,Missouri,290314,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290315,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290316,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,4,0,29,Missouri,290317,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290318,2018
3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,0,29,Missouri,290319,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290320,2018
1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,4,1,0,29,Missouri,290321,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,29,Missouri,290322,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290323,2018
2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,0,29,Missouri,290324,2018
2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,0,29,Missouri,290325,2018
1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,4,1,0,29,Missouri,290326,2018
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290327,2018
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,29,Missouri,290328,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290329,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290330,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290331,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,29,Missouri,290332,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290333,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290334,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290335,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290336,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290337,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290338,2018
2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,0,29,Missouri,290339,2018
2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,0,29,Missouri,290340,2018
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290341,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290342,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290343,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290344,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290345,2018
1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,4,1,0,29,Missouri,290346,2018
1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,4,1,0,29,Missouri,290347,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290348,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290349,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,29,Missouri,290350,2018
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290351,2018
1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,3,1,0,29,Missouri,290352,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290353,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290354,2018
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290355,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290356,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290357,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290358,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290359,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,0,29,Missouri,290360,2018
3,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,0,29,Missouri,290361,2018
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290362,2018
1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,0,29,Missouri,290363,2018
1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290364,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290365,2018
3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,29,Missouri,290366,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,29,Missouri,290367,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290368,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290369,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290370,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,29,Missouri,290371,2018
2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,0,29,Missouri,290372,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290373,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290374,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290375,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,29,Missouri,290376,2018
3,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,29,Missouri,290377,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,29,Missouri,290378,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290379,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,29,Missouri,290380,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290381,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290382,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290383,2018
1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290384,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290385,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290386,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,29,Missouri,290387,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290388,2018
1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,0,29,Missouri,290389,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290390,2018
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290391,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,29,Missouri,290392,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290393,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,0,29,Missouri,290394,2018
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290395,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290396,2018
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,29,Missouri,290397,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,29,Missouri,290398,2018
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,29,Missouri,290399,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290400,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290401,2018
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,29,Missouri,290402,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,0,29,Missouri,290403,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290404,2018
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290405,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290406,2018
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,29,Missouri,290407,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290408,2018
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,29,Missouri,290409,2018
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,29,Missouri,290410,2018
3,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,0,29,Missouri,290411,2018
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,29,Missouri,290412,2018
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,29,Missouri,290413,2018
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,29,Missouri,290414,2018
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,29,Missouri,290415,2018
