A_D15_19,A_D15_20,A_D16_19,A_D16_20,A_D16_24,A_D21_24,A_D65PLS,A_RELRD,A_RU,FATALS,SCH_BUS,STATE,ST_CASE,YEAR
2,2,2,2,2,2,2,1,2,1,0,19,190027,2015
2,2,2,2,1,1,2,4,1,1,0,19,190028,2015
2,2,2,2,2,2,2,3,2,2,0,19,190029,2015
2,2,2,2,2,2,2,4,1,1,0,19,190030,2015
2,2,2,2,2,2,1,1,1,1,0,19,190031,2015
1,1,1,1,1,1,2,1,1,1,0,19,190032,2015
2,2,2,2,2,2,1,4,1,1,0,19,190033,2015
2,2,2,2,2,2,2,4,2,1,0,19,190034,2015
1,1,1,1,1,2,2,1,2,1,0,19,190035,2015
2,2,2,2,2,2,1,1,2,1,0,19,190036,2015
2,2,2,2,2,2,1,1,2,1,0,19,190037,2015
2,2,2,2,2,2,1,4,1,1,0,19,190038,2015
2,2,2,2,2,2,2,4,1,1,0,19,190039,2015
2,2,2,2,1,1,2,4,1,1,0,19,190040,2015
2,2,2,2,2,2,2,4,1,1,0,19,190041,2015
2,2,2,2,2,2,2,1,1,1,0,19,190042,2015
2,2,2,2,2,2,1,1,1,1,0,19,190043,2015
2,2,2,2,1,1,2,4,1,1,0,19,190044,2015
1,1,1,1,1,2,2,1,1,1,0,19,190045,2015
2,1,2,1,1,2,2,4,1,1,0,19,190046,2015
2,2,2,2,2,2,2,1,1,1,0,19,190047,2015
2,2,2,2,2,2,1,1,1,1,0,19,190048,2015
2,2,2,2,2,2,2,1,1,1,0,19,190049,2015
2,2,2,2,2,2,1,1,2,1,0,19,190050,2015
2,1,2,1,1,2,2,3,1,1,0,19,190051,2015
2,2,2,2,1,1,2,4,1,1,0,19,190052,2015
2,1,2,1,1,2,2,1,1,2,0,19,190053,2015
2,2,2,2,2,2,2,1,1,1,0,19,190054,2015
2,2,2,2,2,2,1,4,1,1,0,19,190055,2015
2,2,2,2,1,1,2,4,2,1,0,19,190056,2015
2,2,2,2,2,2,2,4,1,1,0,19,190057,2015
2,2,2,2,1,1,2,4,1,1,0,19,190058,2015
1,1,1,1,1,2,2,1,1,5,0,19,190059,2015
2,2,2,2,2,2,2,1,2,1,0,19,190060,2015
2,2,2,2,2,2,2,4,1,1,0,19,190061,2015
2,2,2,2,2,2,2,4,1,1,0,19,190062,2015
2,2,2,2,2,2,2,4,1,1,0,19,190063,2015
2,2,2,2,2,2,1,1,2,1,0,19,190064,2015
2,2,2,2,1,1,1,1,1,1,0,19,190065,2015
2,2,2,2,2,2,2,1,1,1,0,19,190066,2015
2,2,2,2,2,2,2,1,1,1,0,19,190067,2015
1,1,1,1,1,2,2,4,1,1,0,19,190068,2015
2,2,2,2,2,2,2,4,1,1,0,19,190069,2015
2,2,2,2,1,1,1,1,2,1,0,19,190070,2015
2,2,2,2,2,2,2,4,2,1,0,19,190071,2015
2,2,2,2,2,2,2,1,2,1,0,19,190072,2015
2,2,2,2,2,2,2,1,1,1,0,19,190073,2015
2,2,2,2,2,2,2,1,1,1,0,19,190074,2015
2,2,2,2,2,2,2,4,1,1,0,19,190075,2015
2,2,2,2,2,2,2,4,1,1,0,19,190076,2015
1,1,1,1,1,2,2,1,1,2,0,19,190077,2015
1,1,1,1,1,2,2,4,2,1,0,19,190078,2015
2,2,2,2,2,2,2,4,2,1,0,19,190079,2015
2,2,2,2,2,2,2,4,1,1,0,19,190080,2015
2,2,2,2,2,2,2,1,1,1,0,19,190081,2015
2,2,2,2,2,2,2,4,1,1,0,19,190082,2015
1,1,1,1,1,2,2,4,1,1,0,19,190083,2015
2,2,2,2,2,2,2,1,1,1,0,19,190084,2015
2,2,2,2,1,1,2,1,1,2,0,19,190085,2015
2,2,2,2,2,2,2,1,1,1,0,19,190086,2015
1,1,1,1,1,2,2,1,1,1,0,19,190087,2015
1,1,1,1,1,2,2,1,1,1,0,19,190088,2015
2,2,2,2,2,2,1,1,1,1,0,19,190089,2015
2,2,2,2,2,2,1,4,1,1,0,19,190090,2015
2,2,2,2,2,2,2,1,1,1,0,19,190091,2015
2,2,2,2,1,1,2,4,2,1,0,19,190092,2015
2,2,2,2,2,2,2,1,2,1,0,19,190093,2015
2,2,2,2,1,1,2,4,2,1,0,19,190094,2015
1,1,1,1,1,2,2,1,1,1,0,19,190095,2015
2,2,2,2,2,2,2,1,1,1,0,19,190096,2015
2,2,2,2,2,2,1,1,1,2,0,19,190097,2015
2,2,2,2,2,2,2,4,2,1,0,19,190098,2015
2,2,2,2,2,2,2,1,1,1,0,19,190099,2015
2,2,2,2,2,2,2,4,1,1,0,19,190100,2015
2,2,2,2,2,2,2,4,1,1,0,19,190101,2015
2,1,2,1,1,2,2,4,1,2,0,19,190102,2015
2,2,2,2,2,2,2,1,2,1,0,19,190103,2015
2,2,2,2,2,2,2,4,1,1,0,19,190104,2015
2,2,2,2,2,2,2,1,1,1,0,19,190105,2015
2,2,2,2,2,2,2,1,2,1,0,19,190106,2015
2,2,2,2,2,2,2,1,1,1,0,19,190107,2015
2,2,2,2,1,1,2,1,2,1,0,19,190108,2015
1,1,2,2,2,2,2,4,1,1,0,19,190109,2015
2,2,2,2,1,1,2,1,1,1,0,19,190110,2015
2,2,2,2,2,2,2,4,2,1,0,19,190111,2015
2,2,2,2,1,1,2,4,1,1,0,19,190112,2015
2,2,2,2,2,2,2,1,1,1,0,19,190113,2015
2,2,2,2,2,2,2,1,1,2,0,19,190114,2015
2,1,2,1,1,2,2,1,1,1,0,19,190115,2015
1,1,1,1,1,2,2,4,1,1,0,19,190116,2015
1,1,1,1,1,2,2,2,1,1,0,19,190117,2015
2,2,2,2,2,2,2,4,2,2,0,19,190118,2015
2,2,2,2,2,2,1,1,1,1,0,19,190119,2015
2,2,2,2,2,2,2,1,1,1,0,19,190120,2015
2,2,2,2,2,2,2,1,1,1,0,19,190121,2015
2,2,2,2,2,2,2,1,2,1,0,19,190122,2015
2,2,2,2,2,2,2,4,1,1,0,19,190123,2015
2,2,2,2,2,2,1,1,1,1,0,19,190124,2015
2,2,2,2,2,2,2,1,2,1,0,19,190125,2015
2,2,2,2,2,2,2,1,1,1,0,19,190126,2015
2,2,2,2,2,2,2,1,1,1,0,19,190127,2015
2,2,2,2,2,2,2,4,1,1,0,19,190128,2015
2,2,2,2,2,2,2,4,1,1,0,19,190129,2015
2,2,2,2,2,2,2,4,1,1,0,19,190130,2015
2,1,2,1,1,2,2,2,1,2,0,19,190131,2015
2,2,2,2,2,2,2,2,1,1,0,19,190132,2015
1,1,1,1,1,2,2,1,1,1,0,19,190133,2015
2,2,2,2,2,2,2,4,1,1,0,19,190134,2015
2,2,2,2,2,2,2,4,1,1,0,19,190135,2015
1,1,1,1,1,2,2,1,2,1,0,19,190136,2015
2,2,2,2,2,2,2,4,2,1,0,19,190137,2015
2,2,2,2,1,1,1,1,1,1,0,19,190138,2015
2,2,2,2,2,2,2,4,1,2,0,19,190139,2015
2,2,2,2,2,2,1,1,1,2,0,19,190140,2015
2,2,2,2,1,1,2,1,1,1,0,19,190141,2015
2,2,2,2,2,2,2,1,2,1,0,19,190142,2015
2,2,2,2,2,2,1,1,2,1,0,19,190143,2015
1,1,1,1,1,2,2,4,1,1,0,19,190144,2015
2,2,2,2,2,2,2,1,1,1,0,19,190145,2015
2,2,2,2,2,2,1,4,1,1,0,19,190146,2015
2,2,2,2,2,2,1,4,2,1,0,19,190147,2015
2,2,2,2,2,2,2,1,2,1,0,19,190148,2015
2,2,2,2,2,2,2,1,1,2,0,19,190149,2015
1,1,2,2,2,2,2,1,1,1,0,19,190150,2015
2,2,2,2,2,2,2,4,1,1,0,19,190151,2015
2,2,2,2,2,2,2,4,1,1,0,19,190152,2015
2,2,2,2,2,2,2,1,2,1,0,19,190153,2015
2,2,2,2,2,2,2,4,1,1,0,19,190154,2015
1,1,1,1,1,2,2,1,1,1,0,19,190155,2015
2,2,2,2,2,2,2,4,2,1,0,19,190156,2015
2,2,2,2,2,2,1,1,1,1,0,19,190157,2015
2,2,2,2,2,2,2,1,1,1,0,19,190158,2015
2,2,2,2,2,2,2,1,1,2,0,19,190159,2015
1,1,1,1,1,2,2,1,1,3,0,19,190160,2015
2,2,2,2,1,1,2,4,1,1,0,19,190161,2015
2,2,2,2,2,2,2,1,2,2,0,19,190162,2015
1,1,1,1,1,2,2,1,2,1,0,19,190163,2015
2,2,2,2,2,2,1,4,1,1,0,19,190164,2015
2,2,2,2,2,2,1,1,1,1,0,19,190165,2015
2,2,2,2,2,2,2,1,1,1,0,19,190166,2015
2,2,2,2,2,2,1,1,2,2,0,19,190167,2015
2,2,2,2,1,1,2,4,2,1,0,19,190168,2015
2,2,2,2,2,2,2,1,1,1,0,19,190169,2015
2,2,2,2,2,2,1,4,1,1,0,19,190170,2015
2,2,2,2,2,2,2,4,1,1,0,19,190171,2015
2,2,2,2,2,2,1,4,1,1,0,19,190172,2015
2,2,2,2,2,2,1,1,2,1,0,19,190173,2015
2,2,2,2,1,1,2,4,1,2,0,19,190174,2015
2,2,2,2,2,2,1,1,1,1,0,19,190175,2015
2,2,2,2,2,2,2,1,1,1,0,19,190176,2015
2,2,2,2,2,2,1,1,1,1,0,19,190177,2015
2,2,2,2,2,2,2,4,2,1,0,19,190178,2015
2,2,2,2,2,2,1,4,1,1,0,19,190179,2015
2,2,2,2,2,2,1,1,1,4,0,19,190180,2015
2,2,2,2,2,2,2,1,1,1,0,19,190181,2015
2,2,2,2,2,2,1,1,1,1,0,19,190182,2015
2,2,2,2,1,1,2,1,1,1,0,19,190183,2015
2,2,2,2,2,2,1,1,1,1,0,19,190184,2015
1,1,1,1,1,2,2,1,2,1,0,19,190185,2015
2,2,2,2,2,2,2,4,2,1,0,19,190186,2015
2,2,2,2,2,2,2,1,2,1,0,19,190187,2015
2,2,2,2,2,2,1,1,1,2,0,19,190188,2015
2,2,2,2,1,1,2,1,1,1,0,19,190189,2015
2,2,2,2,2,2,2,4,1,1,0,19,190190,2015
2,2,2,2,1,1,2,1,1,1,0,19,190191,2015
2,2,2,2,2,2,2,1,2,1,0,19,190192,2015
2,2,2,2,2,2,2,4,1,1,0,19,190193,2015
2,1,2,1,1,2,2,1,1,1,0,19,190194,2015
2,2,2,2,2,2,2,4,2,1,0,19,190195,2015
2,2,2,2,2,2,2,4,2,1,0,19,190196,2015
2,2,2,2,2,2,2,4,1,1,0,19,190197,2015
2,2,2,2,1,1,2,4,1,1,0,19,190198,2015
2,2,2,2,2,2,1,4,1,1,0,19,190199,2015
2,2,2,2,2,2,2,1,1,1,0,19,190200,2015
2,2,2,2,2,2,2,4,2,1,0,19,190201,2015
2,2,2,2,2,2,2,1,1,1,0,19,190202,2015
2,2,2,2,2,2,1,4,2,1,0,19,190203,2015
2,2,2,2,2,2,2,4,1,1,0,19,190204,2015
2,2,2,2,2,2,2,1,1,1,0,19,190205,2015
2,2,2,2,2,2,2,4,2,1,0,19,190206,2015
2,2,2,2,2,2,1,3,1,1,0,19,190207,2015
2,2,2,2,2,2,2,4,1,1,0,19,190208,2015
2,2,2,2,2,2,2,1,2,1,0,19,190209,2015
2,2,2,2,2,2,2,4,2,1,0,19,190210,2015
1,1,1,1,1,2,2,1,1,1,0,19,190211,2015
2,1,2,1,1,2,2,1,2,1,0,19,190212,2015
2,2,2,2,2,2,2,4,1,1,0,19,190213,2015
2,1,2,1,1,2,2,4,2,1,0,19,190214,2015
2,2,2,2,2,2,2,1,1,2,0,19,190215,2015
2,2,2,2,2,2,1,1,1,1,0,19,190216,2015
2,2,2,2,2,2,2,1,1,1,0,19,190217,2015
2,2,2,2,1,1,2,1,2,1,0,19,190218,2015
2,2,2,2,2,2,1,4,1,1,0,19,190219,2015
2,2,2,2,2,2,2,4,1,1,0,19,190220,2015
2,2,2,2,2,2,2,4,1,1,0,19,190221,2015
1,1,1,1,1,2,2,1,2,2,0,19,190222,2015
2,2,2,2,2,2,2,1,2,1,0,19,190223,2015
2,2,2,2,2,2,1,1,1,1,0,19,190224,2015
2,2,2,2,2,2,2,4,1,1,0,19,190225,2015
2,2,2,2,2,2,1,1,1,1,0,19,190226,2015
2,2,2,2,2,2,2,1,1,1,0,19,190227,2015
2,2,2,2,2,2,2,1,1,1,0,19,190228,2015
2,2,2,2,2,2,2,4,2,1,0,19,190229,2015
2,2,2,2,2,2,1,1,1,1,0,19,190230,2015
2,2,2,2,2,2,2,4,1,1,0,19,190231,2015
2,2,2,2,2,2,2,1,2,1,0,19,190232,2015
2,2,2,2,2,2,2,4,1,1,0,19,190233,2015
2,2,2,2,2,2,2,1,2,2,0,19,190234,2015
2,1,2,1,1,2,2,1,1,1,0,19,190235,2015
2,2,2,2,2,2,2,1,1,1,0,19,190236,2015
1,1,1,1,1,2,2,1,1,3,0,19,190237,2015
2,2,2,2,2,2,2,1,2,1,0,19,190238,2015
2,2,2,2,2,2,2,1,2,1,0,19,190239,2015
2,1,2,1,1,2,2,4,1,1,0,19,190240,2015
2,2,2,2,2,2,2,1,1,1,0,19,190241,2015
2,2,2,2,2,2,2,1,1,1,0,19,190243,2015
2,2,2,2,2,2,2,4,1,1,0,19,190244,2015
2,2,2,2,2,2,2,1,2,2,0,19,190245,2015
1,1,1,1,1,2,2,4,2,2,0,19,190246,2015
2,2,2,2,2,2,1,4,2,1,0,19,190247,2015
2,2,2,2,2,2,2,4,1,2,0,19,190248,2015
2,2,2,2,1,1,2,4,2,1,0,19,190249,2015
2,2,2,2,2,2,2,1,2,1,0,19,190250,2015
2,2,2,2,2,2,2,4,2,1,0,19,190251,2015
2,2,2,2,1,1,2,1,2,1,0,19,190252,2015
2,2,2,2,2,2,2,1,1,1,0,19,190253,2015
2,2,2,2,2,2,2,1,1,1,0,19,190254,2015
2,2,2,2,2,2,2,1,2,1,0,19,190255,2015
2,2,2,2,1,1,2,1,1,1,0,19,190256,2015
1,1,1,1,1,2,2,4,2,1,0,19,190257,2015
2,2,2,2,1,1,2,4,1,1,0,19,190258,2015
2,2,2,2,2,2,2,1,1,1,0,19,190259,2015
2,2,2,2,2,2,2,4,2,1,0,19,190260,2015
1,1,1,1,1,2,2,1,1,2,0,19,190261,2015
2,2,2,2,2,2,2,4,1,1,0,19,190262,2015
1,1,1,1,1,2,2,1,1,1,0,19,190263,2015
1,1,1,1,1,2,2,1,1,1,0,19,190264,2015
2,2,2,2,2,2,1,1,1,1,0,19,190265,2015
2,2,2,2,1,1,2,1,2,1,0,19,190266,2015
2,2,2,2,1,1,2,1,2,1,0,19,190267,2015
2,2,2,2,2,2,1,4,1,1,0,19,190268,2015
2,2,2,2,2,2,2,1,1,1,0,19,190269,2015
2,2,2,2,2,2,1,1,1,1,0,19,190270,2015
2,2,2,2,1,1,1,1,2,1,0,19,190271,2015
1,1,1,1,1,2,2,1,2,1,0,19,190272,2015
2,2,2,2,2,2,2,4,1,1,0,19,190273,2015
2,2,2,2,1,1,2,4,1,1,0,19,190274,2015
2,2,2,2,2,2,2,4,1,1,0,19,190275,2015
2,2,2,2,2,2,2,1,1,1,0,19,190276,2015
2,2,2,2,2,2,2,4,1,1,0,19,190277,2015
1,1,1,1,1,2,1,1,1,1,0,19,190278,2015
1,1,1,1,1,2,2,1,1,2,0,19,190279,2015
2,1,2,1,1,2,2,1,1,1,0,19,190280,2015
2,1,2,1,1,2,2,4,1,1,0,19,190281,2015
2,2,2,2,1,1,2,1,1,1,0,19,190282,2015
2,2,2,2,2,2,2,1,1,1,0,19,190283,2015
2,2,2,2,2,2,1,4,2,1,0,19,190284,2015
2,1,2,1,1,2,2,2,1,1,0,20,200001,2015
2,2,2,2,2,2,2,4,2,2,0,20,200003,2015
2,2,2,2,2,2,2,4,1,1,0,20,200004,2015
2,2,2,2,1,1,2,1,2,1,0,20,200005,2015
2,2,2,2,2,2,2,1,1,1,0,20,200006,2015
2,2,2,2,2,2,2,4,2,1,0,20,200007,2015
2,2,2,2,2,2,2,1,1,1,0,20,200008,2015
2,1,2,1,1,2,2,1,1,2,0,20,200009,2015
2,2,2,2,2,2,2,1,1,1,0,20,200010,2015
2,2,2,2,2,2,2,1,1,1,0,20,200011,2015
2,2,2,2,2,2,2,4,1,1,0,20,200012,2015
2,2,2,2,1,1,1,1,1,1,0,20,200013,2015
2,2,2,2,2,2,2,4,2,1,0,20,200014,2015
2,2,2,2,2,2,1,1,1,1,0,20,200015,2015
2,2,2,2,2,2,2,4,1,1,0,20,200016,2015
2,2,2,2,2,2,2,4,1,1,0,20,200017,2015
2,2,2,2,2,2,1,4,1,1,0,20,200018,2015
2,2,2,2,2,2,1,4,2,1,0,20,200019,2015
2,2,2,2,2,2,2,3,2,1,0,20,200020,2015
2,2,2,2,2,2,2,1,1,1,0,20,200021,2015
1,1,1,1,1,2,2,4,1,1,0,20,200022,2015
2,2,2,2,2,2,2,1,2,1,0,20,200023,2015
2,2,2,2,2,2,2,4,1,1,0,20,200024,2015
2,2,2,2,2,2,2,4,1,1,0,20,200025,2015
1,1,1,1,1,2,2,1,1,1,0,20,200026,2015
2,2,2,2,1,1,2,1,1,1,0,20,200027,2015
2,2,2,2,2,2,2,1,1,1,0,20,200028,2015
2,2,2,2,2,2,2,1,1,1,0,20,200029,2015
2,2,2,2,2,2,2,1,1,1,0,20,200030,2015
2,2,2,2,2,2,2,4,2,1,0,20,200031,2015
2,2,2,2,2,2,2,4,1,1,0,20,200033,2015
2,2,2,2,2,2,1,4,1,1,0,20,200034,2015
2,2,2,2,2,2,1,4,1,2,0,20,200035,2015
1,1,2,2,2,2,2,4,1,1,0,20,200036,2015
2,2,2,2,2,2,2,4,1,1,0,20,200037,2015
2,2,2,2,2,2,2,1,1,1,0,20,200038,2015
2,2,2,2,1,1,2,4,1,1,0,20,200039,2015
2,2,2,2,2,2,2,4,1,1,0,20,200040,2015
1,1,1,1,1,2,2,4,1,1,0,20,200041,2015
2,2,2,2,2,2,2,4,1,1,0,20,200042,2015
1,1,1,1,1,2,2,4,2,2,0,20,200043,2015
2,2,2,2,2,2,2,1,1,1,0,20,200044,2015
2,1,2,1,1,2,2,4,2,1,0,20,200045,2015
2,2,2,2,2,2,2,1,1,1,0,20,200046,2015
2,2,2,2,2,2,2,1,1,1,0,20,200047,2015
2,2,2,2,2,2,2,4,1,1,0,20,200048,2015
2,2,2,2,2,2,2,1,1,1,0,20,200049,2015
2,2,2,2,2,2,2,4,2,1,0,20,200050,2015
2,2,2,2,2,2,1,1,2,1,0,20,200051,2015
2,2,2,2,2,2,1,4,2,1,0,20,200052,2015
2,2,2,2,2,2,2,1,1,1,0,20,200053,2015
1,1,1,1,1,2,2,4,2,1,0,20,200054,2015
2,2,2,2,2,2,2,4,1,1,0,20,200055,2015
2,1,2,1,1,2,2,1,2,1,0,20,200056,2015
2,2,2,2,2,2,2,2,1,1,0,20,200057,2015
1,1,1,1,1,2,2,1,2,1,0,20,200058,2015
2,2,2,2,2,2,2,3,1,1,0,20,200059,2015
1,1,1,1,1,2,2,1,1,1,0,20,200060,2015
2,2,2,2,2,2,1,4,1,1,0,20,200061,2015
2,2,2,2,2,2,2,4,1,1,0,20,200062,2015
2,2,2,2,2,2,1,1,2,1,0,20,200063,2015
2,1,2,1,1,2,2,4,2,1,0,20,200064,2015
2,2,2,2,2,2,2,4,1,1,0,20,200065,2015
2,2,2,2,2,2,2,1,1,1,0,20,200066,2015
2,2,2,2,2,2,2,1,1,1,0,20,200067,2015
2,2,2,2,2,2,2,4,1,1,0,20,200068,2015
2,2,2,2,2,2,2,4,1,1,0,20,200069,2015
2,2,2,2,2,2,1,1,1,1,0,20,200070,2015
2,2,2,2,1,1,2,1,1,1,0,20,200071,2015
2,2,2,2,2,2,1,1,2,1,0,20,200072,2015
2,2,2,2,2,2,2,4,1,1,0,20,200073,2015
2,2,2,2,1,1,2,1,1,1,0,20,200074,2015
2,2,2,2,2,2,1,1,1,2,0,20,200075,2015
2,2,2,2,2,2,1,4,1,1,0,20,200076,2015
2,2,2,2,2,2,2,1,1,1,0,20,200077,2015
2,2,2,2,2,2,2,4,1,1,0,20,200078,2015
2,2,2,2,1,1,2,1,1,1,0,20,200079,2015
2,2,2,2,2,2,2,3,1,1,0,20,200080,2015
2,2,2,2,2,2,2,4,1,1,0,20,200081,2015
2,2,2,2,1,1,2,1,1,1,0,20,200082,2015
2,2,2,2,2,2,2,4,2,1,0,20,200083,2015
2,2,2,2,2,2,1,4,1,1,0,20,200084,2015
2,2,2,2,2,2,2,4,1,1,0,20,200085,2015
2,2,2,2,2,2,2,4,1,1,0,20,200086,2015
1,1,1,1,1,2,2,1,2,1,0,20,200087,2015
2,2,2,2,2,2,2,1,2,1,0,20,200088,2015
2,2,2,2,2,2,1,1,1,3,0,20,200089,2015
2,2,2,2,2,2,2,4,1,1,0,20,200090,2015
2,2,2,2,1,1,2,4,2,1,0,20,200091,2015
2,2,2,2,2,2,2,4,2,1,0,20,200092,2015
2,1,2,1,1,2,2,4,2,1,0,20,200094,2015
2,2,2,2,2,2,1,1,1,1,0,20,200095,2015
2,2,2,2,2,2,1,1,1,1,0,20,200096,2015
2,2,2,2,2,2,1,4,1,1,0,20,200097,2015
2,2,2,2,2,2,1,1,1,1,0,20,200098,2015
2,2,2,2,2,2,1,1,1,1,0,20,200099,2015
2,2,2,2,2,2,2,1,1,1,0,20,200100,2015
2,1,2,1,1,2,2,4,1,1,0,20,200101,2015
2,2,2,2,2,2,2,4,2,2,0,20,200102,2015
2,2,2,2,2,2,1,4,1,1,0,20,200103,2015
2,2,2,2,2,2,1,4,1,1,0,20,200104,2015
2,2,2,2,2,2,1,1,1,1,0,20,200105,2015
2,2,2,2,2,2,1,1,1,2,0,20,200106,2015
2,2,2,2,2,2,2,1,1,1,0,20,200107,2015
1,1,1,1,1,2,2,4,1,2,0,20,200108,2015
2,2,2,2,2,2,2,1,1,2,0,20,200109,2015
2,2,2,2,2,2,2,1,2,1,0,20,200110,2015
1,1,1,1,1,2,2,1,1,1,0,20,200112,2015
2,2,2,2,2,2,2,4,1,1,0,20,200113,2015
2,2,2,2,2,2,2,1,1,1,0,20,200114,2015
2,2,2,2,2,2,2,4,1,1,0,20,200115,2015
2,2,2,2,2,2,2,1,2,1,0,20,200116,2015
1,1,1,1,1,1,2,1,1,1,0,20,200117,2015
2,2,2,2,2,2,1,4,1,1,0,20,200119,2015
1,1,1,1,1,2,2,1,2,1,0,20,200120,2015
2,2,2,2,1,1,2,4,1,1,0,20,200121,2015
2,1,2,1,1,2,2,4,1,1,0,20,200122,2015
2,2,2,2,2,2,2,4,1,2,0,20,200123,2015
2,1,2,1,1,2,2,4,1,2,0,20,200124,2015
2,2,2,2,2,2,2,1,1,1,0,20,200125,2015
2,2,2,2,2,2,2,1,1,1,0,20,200126,2015
2,2,2,2,2,2,2,4,2,1,0,20,200127,2015
2,2,2,2,2,2,2,4,1,1,0,20,200128,2015
2,2,2,2,1,1,2,1,1,1,0,20,200129,2015
2,2,2,2,2,2,1,4,1,1,0,20,200130,2015
2,2,2,2,2,2,1,1,1,1,0,20,200131,2015
1,1,1,1,1,2,2,1,1,1,0,20,200132,2015
2,2,2,2,2,2,2,4,1,2,0,20,200133,2015
2,2,2,2,2,2,2,1,1,1,0,20,200134,2015
2,2,2,2,2,2,2,1,1,1,0,20,200135,2015
1,1,1,1,1,2,2,1,1,1,0,20,200136,2015
1,1,1,1,1,2,2,1,1,1,0,20,200137,2015
2,2,2,2,2,2,1,1,1,1,0,20,200138,2015
1,1,1,1,1,2,2,4,1,1,0,20,200139,2015
2,2,2,2,2,2,1,1,2,1,0,20,200140,2015
2,2,2,2,2,2,1,1,1,1,0,20,200141,2015
2,2,2,2,2,2,2,4,1,1,0,20,200142,2015
2,2,2,2,2,2,2,1,1,1,0,20,200143,2015
2,2,2,2,2,2,2,4,1,1,0,20,200144,2015
2,2,2,2,2,2,2,4,1,1,0,20,200145,2015
2,2,2,2,2,2,1,1,1,1,0,20,200146,2015
2,2,2,2,1,1,1,1,2,1,0,20,200147,2015
2,2,2,2,2,2,2,3,1,1,0,20,200148,2015
2,2,2,2,2,2,1,4,1,1,0,20,200149,2015
1,1,1,1,1,2,2,2,1,1,0,20,200150,2015
2,2,2,2,2,2,1,1,1,2,0,20,200151,2015
2,2,2,2,1,1,2,1,1,1,0,20,200152,2015
2,2,2,2,2,2,2,1,2,1,0,20,200154,2015
2,2,2,2,2,2,2,4,1,1,0,20,200155,2015
2,2,2,2,2,2,2,4,1,1,0,20,200156,2015
2,2,2,2,2,2,2,4,1,2,0,20,200158,2015
2,2,2,2,2,2,2,1,1,1,0,20,200159,2015
2,2,2,2,2,2,1,4,2,1,0,20,200160,2015
2,2,2,2,2,2,2,4,1,1,0,20,200161,2015
2,2,2,2,2,2,2,4,1,1,0,20,200162,2015
2,2,2,2,2,2,2,4,1,1,0,20,200163,2015
2,2,2,2,2,2,2,4,1,1,0,20,200164,2015
2,2,2,2,2,2,2,1,1,1,0,20,200165,2015
2,2,2,2,2,2,1,1,1,1,0,20,200166,2015
2,2,2,2,2,2,2,4,1,1,0,20,200167,2015
2,2,2,2,2,2,2,1,1,1,0,20,200168,2015
2,2,2,2,2,2,2,4,1,1,0,20,200169,2015
2,2,2,2,2,2,2,4,1,1,0,20,200170,2015
2,2,2,2,1,1,2,4,2,1,0,20,200171,2015
2,2,2,2,2,2,2,4,1,1,0,20,200172,2015
2,1,2,1,1,2,2,4,1,1,0,20,200173,2015
2,2,2,2,2,2,2,1,2,3,0,20,200174,2015
2,2,2,2,2,2,2,1,1,1,0,20,200175,2015
2,2,2,2,1,1,2,4,1,1,0,20,200176,2015
1,1,1,1,1,2,2,4,1,1,0,20,200177,2015
2,2,2,2,2,2,2,1,1,1,0,20,200178,2015
2,2,2,2,2,2,2,4,1,1,0,20,200180,2015
2,2,2,2,2,2,2,1,2,1,0,20,200181,2015
2,2,2,2,2,2,2,4,1,1,0,20,200182,2015
2,2,2,2,2,2,2,1,1,1,0,20,200183,2015
2,1,2,1,1,2,2,4,1,1,0,20,200184,2015
2,2,2,2,1,1,2,1,2,1,0,20,200185,2015
2,2,2,2,2,2,1,1,2,1,0,20,200186,2015
1,1,1,1,1,2,2,4,2,2,0,20,200187,2015
2,2,2,2,2,2,2,4,1,1,0,20,200188,2015
2,2,2,2,2,2,2,4,2,1,0,20,200189,2015
1,1,1,1,1,2,2,4,1,1,0,20,200190,2015
2,2,2,2,2,2,1,1,2,1,0,20,200191,2015
2,2,2,2,2,2,2,3,1,3,0,20,200192,2015
2,2,2,2,2,2,2,4,1,1,0,20,200193,2015
2,2,2,2,2,2,2,1,1,1,0,20,200194,2015
2,2,2,2,2,2,2,1,1,1,0,20,200195,2015
2,2,2,2,2,2,2,4,2,1,0,20,200196,2015
2,2,2,2,2,2,1,4,1,1,0,20,200197,2015
2,2,2,2,2,2,2,1,2,1,0,20,200198,2015
2,2,2,2,1,1,2,1,1,2,0,20,200199,2015
2,2,2,2,2,2,1,4,1,1,0,20,200200,2015
1,1,1,1,1,2,2,1,1,1,0,20,200201,2015
2,2,2,2,2,2,2,1,2,1,0,20,200202,2015
2,2,2,2,2,2,2,1,1,1,0,20,200203,2015
1,1,1,1,1,2,2,4,2,1,0,20,200204,2015
2,2,2,2,2,2,1,1,1,1,0,20,200205,2015
2,2,2,2,2,2,1,1,1,1,0,20,200206,2015
2,2,2,2,1,1,2,1,1,1,0,20,200207,2015
2,2,2,2,2,2,2,4,1,1,0,20,200208,2015
2,2,2,2,2,2,2,1,1,1,0,20,200209,2015
2,2,2,2,2,2,1,4,1,1,0,20,200210,2015
2,2,2,2,2,2,2,4,1,1,0,20,200211,2015
2,2,2,2,2,2,2,1,1,1,0,20,200212,2015
2,2,2,2,2,2,2,1,2,1,0,20,200213,2015
1,1,1,1,1,2,2,4,1,1,0,20,200214,2015
