A_D15_19,A_D15_20,A_D16_19,A_D16_20,A_D16_24,A_D21_24,A_D65PLS,A_RELRD,A_RU,FATALS,SCH_BUS,STATE,ST_CASE,YEAR
2,2,2,2,2,2,1,4,1,1,0,16,160076,2015
2,2,2,2,2,2,2,1,2,1,0,16,160077,2015
2,2,2,2,2,2,2,1,1,1,0,16,160078,2015
2,2,2,2,2,2,2,1,1,1,0,16,160079,2015
2,2,2,2,2,2,2,4,1,1,0,16,160080,2015
1,1,1,1,1,2,2,4,1,1,0,16,160081,2015
2,2,2,2,2,2,1,4,1,1,0,16,160082,2015
2,2,2,2,2,2,2,1,1,1,0,16,160083,2015
2,2,2,2,2,2,2,4,1,1,0,16,160084,2015
2,2,2,2,2,2,2,3,1,1,0,16,160085,2015
2,2,2,2,2,2,2,4,1,1,0,16,160086,2015
1,1,1,1,1,2,2,4,2,1,0,16,160087,2015
2,2,2,2,1,1,2,4,2,1,0,16,160088,2015
2,2,2,2,2,2,2,1,1,1,0,16,160089,2015
2,2,2,2,2,2,2,3,1,1,0,16,160090,2015
2,2,2,2,2,2,2,3,1,2,0,16,160091,2015
2,2,2,2,2,2,2,4,1,1,0,16,160092,2015
2,2,2,2,2,2,1,1,1,1,0,16,160093,2015
2,2,2,2,2,2,2,4,1,1,0,16,160094,2015
2,2,2,2,2,2,1,4,1,1,0,16,160095,2015
2,2,2,2,2,2,2,4,2,1,0,16,160096,2015
1,1,1,1,1,2,2,4,1,1,0,16,160097,2015
2,2,2,2,2,2,2,4,1,1,0,16,160098,2015
1,1,1,1,1,2,2,1,2,1,0,16,160099,2015
2,2,2,2,2,2,2,1,1,1,0,16,160100,2015
2,2,2,2,1,1,2,1,1,1,0,16,160101,2015
2,2,2,2,1,1,2,3,1,1,0,16,160102,2015
2,2,2,2,2,2,2,1,1,1,0,16,160103,2015
2,2,2,2,2,2,1,4,1,1,0,16,160104,2015
2,2,2,2,2,2,2,4,2,1,0,16,160105,2015
2,1,2,1,1,2,1,1,1,1,0,16,160106,2015
2,2,2,2,2,2,2,1,1,1,0,16,160107,2015
2,2,2,2,1,1,2,1,1,2,0,16,160108,2015
2,2,2,2,2,2,2,1,1,1,0,16,160109,2015
2,2,2,2,2,2,2,4,1,1,0,16,160110,2015
2,2,2,2,1,1,2,2,1,1,0,16,160111,2015
2,2,2,2,2,2,2,1,2,1,0,16,160112,2015
2,2,2,2,2,2,2,1,1,1,0,16,160113,2015
2,2,2,2,1,1,2,4,1,3,0,16,160114,2015
2,2,2,2,2,2,2,1,1,1,0,16,160115,2015
2,2,2,2,1,1,2,3,1,1,0,16,160116,2015
1,1,1,1,1,2,2,1,1,1,0,16,160117,2015
1,1,1,1,1,2,2,3,1,1,0,16,160118,2015
2,2,2,2,2,2,1,4,1,1,0,16,160119,2015
2,2,2,2,2,2,1,1,1,1,0,16,160120,2015
2,2,2,2,2,2,1,1,1,1,0,16,160121,2015
2,2,2,2,2,2,2,1,1,1,0,16,160122,2015
2,2,2,2,2,2,1,4,1,1,0,16,160123,2015
2,2,2,2,1,1,2,1,1,1,0,16,160124,2015
2,2,2,2,2,2,2,1,1,2,0,16,160125,2015
2,2,2,2,2,2,2,4,1,1,0,16,160126,2015
2,2,2,2,1,1,2,1,1,1,0,16,160127,2015
2,2,2,2,2,2,2,1,1,3,0,16,160128,2015
2,2,2,2,2,2,1,1,2,1,0,16,160129,2015
1,1,1,1,1,2,2,1,2,1,0,16,160130,2015
2,2,2,2,2,2,2,4,1,1,0,16,160131,2015
2,2,2,2,2,2,1,1,1,1,0,16,160132,2015
1,1,1,1,1,2,2,1,1,1,0,16,160133,2015
2,2,2,2,2,2,2,3,1,1,0,16,160134,2015
2,2,2,2,2,2,2,4,1,1,0,16,160135,2015
2,2,2,2,2,2,1,1,1,1,0,16,160136,2015
2,2,2,2,2,2,2,1,1,1,0,16,160137,2015
2,2,2,2,2,2,1,4,1,1,0,16,160138,2015
2,2,2,2,2,2,2,1,1,1,0,16,160139,2015
2,2,2,2,2,2,2,4,1,1,0,16,160140,2015
2,2,2,2,2,2,1,1,1,1,0,16,160141,2015
2,2,2,2,2,2,2,4,1,1,0,16,160142,2015
2,2,2,2,1,1,2,4,1,1,0,16,160143,2015
2,2,2,2,1,1,2,1,1,1,0,16,160144,2015
2,2,2,2,2,2,2,4,1,1,0,16,160145,2015
2,2,2,2,1,1,2,3,1,1,0,16,160146,2015
2,2,2,2,2,2,2,1,2,1,0,16,160147,2015
2,2,2,2,2,2,1,1,1,1,0,16,160148,2015
2,2,2,2,2,2,2,1,1,1,0,16,160149,2015
2,2,2,2,2,2,1,1,1,1,0,16,160150,2015
2,2,2,2,2,2,2,3,1,1,0,16,160151,2015
1,1,1,1,1,2,1,1,2,1,0,16,160152,2015
2,2,2,2,2,2,1,1,1,1,0,16,160153,2015
2,2,2,2,2,2,2,4,1,1,0,16,160154,2015
2,2,2,2,2,2,2,1,2,2,0,16,160155,2015
2,2,2,2,1,1,2,1,1,1,0,16,160156,2015
2,2,2,2,2,2,2,1,1,1,0,16,160157,2015
2,2,2,2,2,2,1,4,1,1,0,16,160158,2015
2,2,2,2,2,2,2,1,1,1,0,16,160159,2015
1,1,1,1,1,2,2,1,1,1,0,16,160160,2015
2,2,2,2,2,2,2,1,2,1,0,16,160161,2015
2,2,2,2,2,2,2,4,1,1,0,16,160162,2015
2,2,2,2,2,2,1,4,1,2,0,16,160163,2015
2,2,2,2,2,2,1,1,1,1,0,16,160164,2015
1,1,1,1,1,2,2,1,1,1,0,16,160165,2015
2,2,2,2,2,2,2,1,1,1,0,16,160166,2015
2,2,2,2,2,2,2,4,2,1,0,16,160167,2015
2,2,2,2,2,2,2,4,1,1,0,16,160168,2015
2,2,2,2,2,2,2,1,1,1,0,16,160169,2015
2,2,2,2,2,2,2,4,1,1,0,16,160170,2015
1,1,1,1,1,2,2,4,1,2,0,16,160171,2015
1,1,1,1,1,2,2,4,2,1,0,16,160172,2015
2,2,2,2,2,2,1,1,1,1,0,16,160173,2015
2,2,2,2,2,2,2,4,2,1,0,16,160174,2015
2,2,2,2,2,2,2,4,1,1,0,16,160175,2015
2,2,2,2,2,2,2,4,1,1,0,16,160176,2015
2,2,2,2,2,2,1,1,2,1,0,16,160177,2015
1,1,1,1,1,2,2,1,1,2,0,16,160178,2015
2,2,2,2,2,2,2,1,2,1,0,16,160179,2015
1,1,1,1,1,1,2,1,1,1,0,16,160180,2015
1,1,1,1,1,2,2,1,1,1,0,16,160181,2015
1,1,1,1,1,2,2,1,1,1,0,16,160182,2015
2,2,2,2,2,2,2,4,1,1,0,16,160183,2015
2,2,2,2,2,2,2,1,1,1,0,16,160184,2015
2,2,2,2,1,1,2,1,1,1,0,16,160185,2015
2,2,2,2,2,2,1,1,1,1,0,16,160186,2015
2,1,2,1,1,2,2,2,2,1,0,16,160187,2015
2,2,2,2,2,2,1,4,1,1,0,16,160188,2015
2,2,2,2,2,2,2,3,1,1,0,16,160189,2015
2,2,2,2,2,2,2,1,1,1,0,16,160190,2015
2,2,2,2,2,2,2,1,2,1,0,16,160191,2015
2,2,2,2,2,2,2,1,1,1,0,16,160192,2015
2,2,2,2,2,2,2,4,1,1,0,16,160193,2015
2,2,2,2,2,2,1,1,2,1,0,16,160194,2015
2,2,2,2,2,2,2,4,1,1,0,16,160195,2015
2,2,2,2,2,2,2,1,1,1,0,16,160196,2015
2,2,2,2,2,2,1,4,1,1,0,16,160197,2015
2,2,2,2,2,2,2,4,1,1,0,16,160198,2015
2,2,2,2,2,2,2,1,1,1,0,16,160199,2015
1,1,1,1,1,2,2,4,1,1,0,17,170001,2015
2,2,2,2,2,2,2,1,1,1,0,17,170002,2015
1,1,1,1,1,2,2,1,2,1,0,17,170003,2015
2,2,2,2,2,2,2,1,2,1,0,17,170004,2015
2,2,2,2,2,2,2,1,1,1,0,17,170005,2015
2,2,2,2,2,2,1,4,1,1,0,17,170006,2015
2,2,2,2,1,1,2,4,1,1,0,17,170007,2015
1,1,1,1,1,2,2,1,1,2,0,17,170009,2015
2,2,2,2,1,1,2,4,1,1,0,17,170010,2015
2,2,2,2,1,1,1,1,2,1,0,17,170011,2015
2,2,2,2,2,2,1,4,1,1,0,17,170012,2015
2,2,2,2,2,2,2,1,2,1,0,17,170013,2015
2,2,2,2,2,2,2,4,1,1,0,17,170015,2015
2,2,2,2,2,2,2,1,2,1,0,17,170016,2015
2,2,2,2,2,2,2,3,1,1,0,17,170017,2015
2,2,2,2,2,2,2,1,2,1,0,17,170018,2015
2,2,2,2,2,2,1,4,2,1,0,17,170019,2015
1,1,1,1,1,2,2,1,2,1,0,17,170021,2015
2,2,2,2,2,2,2,4,2,1,0,17,170022,2015
2,2,2,2,2,2,2,4,2,1,0,17,170023,2015
2,2,2,2,2,2,2,1,2,1,0,17,170025,2015
2,2,2,2,1,1,2,4,1,1,0,17,170026,2015
2,2,2,2,1,1,2,1,2,1,0,17,170027,2015
2,2,2,2,2,2,1,1,2,1,0,17,170028,2015
2,2,2,2,2,2,1,1,2,1,0,17,170029,2015
2,2,2,2,2,2,2,4,1,1,0,17,170030,2015
1,1,1,1,1,2,2,4,1,1,0,17,170031,2015
2,2,2,2,2,2,1,1,2,1,0,17,170032,2015
2,2,2,2,2,2,2,6,2,1,0,17,170033,2015
2,2,2,2,2,2,2,1,1,1,0,17,170034,2015
2,2,2,2,2,2,2,1,1,1,0,17,170035,2015
2,2,2,2,1,1,2,1,1,1,0,17,170036,2015
2,2,2,2,2,2,2,1,1,1,0,17,170037,2015
1,1,1,1,1,2,2,1,1,2,0,17,170038,2015
2,2,2,2,2,2,2,2,1,1,0,17,170039,2015
2,2,2,2,2,2,1,4,1,2,0,17,170040,2015
2,2,2,2,2,2,2,1,2,1,0,17,170043,2015
2,2,2,2,2,2,2,1,1,1,0,17,170044,2015
2,2,2,2,1,1,2,1,1,2,0,17,170045,2015
2,2,2,2,2,2,2,4,2,1,0,17,170046,2015
2,1,2,1,1,2,2,1,2,1,0,17,170047,2015
2,2,2,2,2,2,2,1,2,1,0,17,170048,2015
1,1,1,1,1,2,1,1,2,1,0,17,170049,2015
2,2,2,2,2,2,2,4,2,2,0,17,170050,2015
2,2,2,2,2,2,2,1,2,1,0,17,170051,2015
2,2,2,2,2,2,2,4,2,1,0,17,170052,2015
2,2,2,2,2,2,2,4,1,1,0,17,170053,2015
2,2,2,2,2,2,2,4,1,1,0,17,170054,2015
2,2,2,2,2,2,2,1,2,1,0,17,170055,2015
2,2,2,2,2,2,2,4,2,1,0,17,170056,2015
2,2,2,2,2,2,1,2,1,1,0,17,170057,2015
1,1,1,1,1,2,2,4,2,1,0,17,170058,2015
2,2,2,2,2,2,2,1,2,1,0,17,170059,2015
2,2,2,2,2,2,1,1,2,1,0,17,170061,2015
2,2,2,2,2,2,1,4,1,1,0,17,170062,2015
2,2,2,2,2,2,2,1,1,1,0,17,170063,2015
2,2,2,2,2,2,2,1,2,1,0,17,170064,2015
1,1,1,1,1,2,2,1,1,1,0,17,170065,2015
1,1,1,1,1,2,2,1,1,1,0,17,170066,2015
2,2,2,2,2,2,2,2,1,1,0,17,170070,2015
2,2,2,2,2,2,2,1,2,1,0,17,170071,2015
2,2,2,2,2,2,2,1,2,1,0,17,170072,2015
2,2,2,2,2,2,2,4,1,1,0,17,170074,2015
2,2,2,2,1,1,2,4,2,1,0,17,170075,2015
2,2,2,2,2,2,2,1,1,1,0,17,170076,2015
2,2,2,2,1,1,2,4,2,1,0,17,170077,2015
2,2,2,2,2,2,2,4,2,1,0,17,170078,2015
2,2,2,2,2,2,2,4,1,1,0,17,170079,2015
2,2,2,2,2,2,2,1,2,1,0,17,170080,2015
2,2,2,2,2,2,2,1,2,1,0,17,170081,2015
2,2,2,2,2,2,2,4,1,1,0,17,170082,2015
2,2,2,2,1,1,2,1,2,1,0,17,170083,2015
2,2,2,2,1,1,1,1,1,1,0,17,170084,2015
2,2,2,2,2,2,2,1,1,1,0,17,170085,2015
2,2,2,2,2,2,2,1,2,1,0,17,170086,2015
2,2,2,2,1,1,2,4,2,1,0,17,170087,2015
2,2,2,2,1,1,2,4,1,1,0,17,170088,2015
2,2,2,2,2,2,2,4,1,1,0,17,170089,2015
2,2,2,2,2,2,1,1,2,1,0,17,170090,2015
2,2,2,2,2,2,2,4,1,1,0,17,170091,2015
2,2,2,2,2,2,2,4,1,1,0,17,170092,2015
2,2,2,2,2,2,2,4,1,1,0,17,170093,2015
2,2,2,2,2,2,2,1,1,1,0,17,170095,2015
2,2,2,2,2,2,2,1,2,1,0,17,170096,2015
2,2,2,2,2,2,2,4,1,1,0,17,170098,2015
2,2,2,2,2,2,2,4,2,1,0,17,170099,2015
2,2,2,2,2,2,2,4,2,1,0,17,170100,2015
2,2,2,2,2,2,2,4,1,1,0,17,170101,2015
2,2,2,2,2,2,1,4,1,1,0,17,170102,2015
2,2,2,2,2,2,1,4,2,1,0,17,170103,2015
2,2,2,2,1,1,2,4,2,1,0,17,170104,2015
2,2,2,2,1,1,2,4,1,1,0,17,170105,2015
2,2,2,2,2,2,1,4,1,1,0,17,170106,2015
2,2,2,2,2,2,1,4,1,1,0,17,170107,2015
2,2,2,2,2,2,1,4,2,1,0,17,170108,2015
2,2,2,2,2,2,2,4,2,1,0,17,170109,2015
2,2,2,2,1,1,2,1,1,1,0,17,170110,2015
2,2,2,2,1,1,1,1,2,1,0,17,170111,2015
2,2,2,2,2,2,2,4,1,1,0,17,170112,2015
2,2,2,2,2,2,2,4,1,1,0,17,170113,2015
1,1,1,1,1,2,2,1,2,1,0,17,170114,2015
2,2,2,2,2,2,2,1,1,1,0,17,170115,2015
2,2,2,2,2,2,2,1,1,1,0,17,170116,2015
2,1,2,1,1,1,2,1,1,2,0,17,170117,2015
1,1,1,1,1,2,2,1,2,2,0,17,170118,2015
2,2,2,2,2,2,2,4,1,1,0,17,170119,2015
2,2,2,2,2,2,2,1,2,1,0,17,170120,2015
1,1,1,1,1,2,2,1,2,1,0,17,170121,2015
2,2,2,2,2,2,2,4,2,1,0,17,170122,2015
2,2,2,2,2,2,1,1,1,1,0,17,170123,2015
2,2,2,2,2,2,2,1,2,1,0,17,170124,2015
2,2,2,2,2,2,1,1,2,1,0,17,170125,2015
2,1,2,1,1,2,1,1,2,1,0,17,170126,2015
2,2,2,2,2,2,2,1,2,1,0,17,170127,2015
2,2,2,2,2,2,2,4,1,1,0,17,170128,2015
2,2,2,2,2,2,2,4,2,1,0,17,170129,2015
2,2,2,2,2,2,2,1,1,1,0,17,170130,2015
2,2,2,2,2,2,2,4,1,1,0,17,170131,2015
2,2,2,2,2,2,2,4,1,1,0,17,170132,2015
2,2,2,2,2,2,2,1,1,1,0,17,170133,2015
2,2,2,2,2,2,1,1,2,1,0,17,170134,2015
2,2,2,2,2,2,2,1,2,1,0,17,170135,2015
1,1,1,1,1,2,1,1,2,1,0,17,170136,2015
2,2,2,2,2,2,2,4,2,1,0,17,170137,2015
2,2,2,2,2,2,2,1,1,1,0,17,170138,2015
2,2,2,2,1,1,2,4,2,1,0,17,170140,2015
2,2,2,2,1,1,1,4,1,2,0,17,170141,2015
2,2,2,2,2,2,1,1,2,1,0,17,170142,2015
1,1,1,1,1,2,2,1,1,1,0,17,170143,2015
2,2,2,2,2,2,1,1,1,1,0,17,170144,2015
2,2,2,2,2,2,1,1,1,2,0,17,170145,2015
2,2,2,2,1,1,2,4,1,1,0,17,170146,2015
2,2,2,2,2,2,2,1,1,1,0,17,170147,2015
2,2,2,2,2,2,2,1,2,1,0,17,170148,2015
2,2,2,2,2,2,2,4,2,1,0,17,170149,2015
2,2,2,2,2,2,1,1,2,1,0,17,170150,2015
2,2,2,2,2,2,1,4,1,1,0,17,170151,2015
2,2,2,2,1,1,2,1,1,3,0,17,170152,2015
2,2,2,2,2,2,2,1,2,1,0,17,170153,2015
2,2,2,2,2,2,2,1,1,2,0,17,170154,2015
2,2,2,2,2,2,2,1,1,1,0,17,170155,2015
2,2,2,2,2,2,2,4,2,1,0,17,170156,2015
2,2,2,2,2,2,2,1,2,1,0,17,170157,2015
2,2,2,2,2,2,2,4,2,2,0,17,170158,2015
2,2,2,2,2,2,2,1,2,1,0,17,170159,2015
2,2,2,2,2,2,2,1,2,1,0,17,170160,2015
2,2,2,2,2,2,1,1,1,1,0,17,170161,2015
2,2,2,2,1,1,2,1,2,1,0,17,170162,2015
2,2,2,2,1,1,2,4,2,1,0,17,170163,2015
2,2,2,2,2,2,2,1,2,1,0,17,170164,2015
1,1,1,1,1,1,2,1,2,1,0,17,170165,2015
2,2,2,2,2,2,1,4,2,1,0,17,170166,2015
2,2,2,2,2,2,2,4,1,1,0,17,170167,2015
2,2,2,2,1,1,2,1,2,2,0,17,170169,2015
2,2,2,2,2,2,1,1,2,1,0,17,170170,2015
2,2,2,2,1,1,1,1,1,1,0,17,170171,2015
2,2,2,2,2,2,1,1,1,1,0,17,170172,2015
2,2,2,2,2,2,2,4,2,1,0,17,170173,2015
2,2,2,2,2,2,2,1,2,1,0,17,170174,2015
2,2,2,2,2,2,1,1,2,1,0,17,170175,2015
2,2,2,2,2,2,2,1,2,1,0,17,170176,2015
2,2,2,2,2,2,2,4,2,1,0,17,170177,2015
2,2,2,2,2,2,2,1,2,1,0,17,170178,2015
2,2,2,2,2,2,2,4,1,1,0,17,170179,2015
2,2,2,2,2,2,2,1,1,1,0,17,170180,2015
2,2,2,2,2,2,1,4,2,2,0,17,170181,2015
2,2,2,2,2,2,1,1,2,1,0,17,170182,2015
2,2,2,2,2,2,2,1,2,1,0,17,170183,2015
2,2,2,2,1,1,2,3,2,1,0,17,170184,2015
2,2,2,2,2,2,2,4,1,1,0,17,170185,2015
2,2,2,2,1,1,2,1,2,1,0,17,170186,2015
2,2,2,2,2,2,2,4,2,1,0,17,170187,2015
2,2,2,2,2,2,2,1,2,1,0,17,170188,2015
2,1,2,1,1,1,2,1,1,1,0,17,170189,2015
2,1,2,1,1,2,2,1,2,1,0,17,170191,2015
2,2,2,2,1,1,2,1,2,1,0,17,170192,2015
2,2,2,2,2,2,2,1,1,1,0,17,170193,2015
2,2,2,2,2,2,1,1,2,1,0,17,170194,2015
2,2,2,2,2,2,2,1,2,1,0,17,170195,2015
2,2,2,2,2,2,2,1,1,1,0,17,170196,2015
2,2,2,2,2,2,2,4,1,1,0,17,170197,2015
1,1,1,1,1,2,1,3,2,2,0,17,170198,2015
1,1,1,1,1,2,2,1,1,1,0,17,170199,2015
2,2,2,2,2,2,1,1,2,1,0,17,170200,2015
2,2,2,2,2,2,2,1,2,2,0,17,170201,2015
2,2,2,2,2,2,2,1,2,1,0,17,170202,2015
2,2,2,2,2,2,2,4,1,1,0,17,170203,2015
2,2,2,2,2,2,1,1,1,1,0,17,170204,2015
2,2,2,2,2,2,2,4,1,1,0,17,170205,2015
2,2,2,2,2,2,2,1,2,1,0,17,170206,2015
1,1,1,1,1,2,2,1,2,1,0,17,170207,2015
2,2,2,2,2,2,2,1,1,1,0,17,170208,2015
2,2,2,2,1,1,2,4,1,1,0,17,170209,2015
1,1,1,1,1,2,1,1,1,3,0,17,170210,2015
1,1,1,1,1,2,2,1,2,1,0,17,170211,2015
2,2,2,2,2,2,2,4,1,1,0,17,170212,2015
2,2,2,2,2,2,2,4,2,1,0,17,170213,2015
2,2,2,2,2,2,2,4,2,1,0,17,170214,2015
2,2,2,2,2,2,2,4,1,1,0,17,170215,2015
2,2,2,2,2,2,2,4,1,1,0,17,170216,2015
2,2,2,2,2,2,2,1,2,1,0,17,170217,2015
2,2,2,2,2,2,2,4,1,1,0,17,170218,2015
2,2,2,2,2,2,1,1,1,1,0,17,170219,2015
2,2,2,2,2,2,2,4,2,1,0,17,170220,2015
2,2,2,2,2,2,2,1,1,1,0,17,170221,2015
2,2,2,2,2,2,1,4,2,2,0,17,170222,2015
2,2,2,2,2,2,2,4,1,1,0,17,170223,2015
2,2,2,2,2,2,2,1,2,1,0,17,170224,2015
2,2,2,2,2,2,2,1,2,1,0,17,170225,2015
2,2,2,2,2,2,2,1,1,2,0,17,170226,2015
2,2,2,2,2,2,2,4,1,1,0,17,170227,2015
1,1,1,1,1,2,2,1,2,1,0,17,170228,2015
2,1,2,1,1,2,1,1,2,1,0,17,170229,2015
1,1,1,1,1,2,2,1,2,2,0,17,170230,2015
2,2,2,2,1,1,1,1,1,1,0,17,170231,2015
2,2,2,2,2,2,2,4,1,1,0,17,170232,2015
2,1,2,1,1,2,2,4,2,1,0,17,170233,2015
2,2,2,2,2,2,2,1,2,1,0,17,170234,2015
2,2,2,2,2,2,1,1,2,1,0,17,170235,2015
2,2,2,2,2,2,1,1,1,1,0,17,170236,2015
2,2,2,2,1,1,2,4,2,1,0,17,170238,2015
1,1,1,1,1,2,2,1,1,1,0,17,170239,2015
2,2,2,2,2,2,2,4,2,1,0,17,170240,2015
2,2,2,2,2,2,1,1,2,1,0,17,170241,2015
2,2,2,2,2,2,2,1,2,1,0,17,170242,2015
2,2,2,2,2,2,2,1,2,1,0,17,170243,2015
2,2,2,2,2,2,2,4,1,1,0,17,170244,2015
2,2,2,2,1,1,2,1,1,1,0,17,170245,2015
2,2,2,2,2,2,1,1,2,1,0,17,170246,2015
1,1,1,1,1,2,2,4,1,1,0,17,170247,2015
1,1,1,1,1,2,2,1,1,1,0,17,170248,2015
2,2,2,2,2,2,2,1,2,1,0,17,170249,2015
2,2,2,2,2,2,2,4,1,1,0,17,170250,2015
2,2,2,2,2,2,1,1,1,4,0,17,170251,2015
2,2,2,2,2,2,2,4,1,1,0,17,170252,2015
2,2,2,2,2,2,2,1,1,1,0,17,170254,2015
2,2,2,2,1,1,1,1,1,1,0,17,170255,2015
2,2,2,2,2,2,2,3,2,1,0,17,170257,2015
2,2,2,2,2,2,2,1,2,1,0,17,170258,2015
2,2,2,2,2,2,2,1,2,1,0,17,170259,2015
2,2,2,2,1,1,2,4,1,1,0,17,170260,2015
2,2,2,2,2,2,1,1,2,1,0,17,170261,2015
2,2,2,2,2,2,2,4,2,1,0,17,170262,2015
2,2,2,2,2,2,1,1,1,1,0,17,170263,2015
2,2,2,2,1,1,2,1,2,1,0,17,170264,2015
2,2,2,2,2,2,2,4,2,1,0,17,170265,2015
2,2,2,2,2,2,2,4,1,1,0,17,170266,2015
2,2,2,2,2,2,2,4,2,1,0,17,170267,2015
2,2,2,2,2,2,2,1,1,1,0,17,170268,2015
2,2,2,2,2,2,2,4,1,1,0,17,170269,2015
2,2,2,2,2,2,2,4,1,1,0,17,170270,2015
2,2,2,2,2,2,2,1,1,1,0,17,170271,2015
2,2,2,2,2,2,2,1,1,2,0,17,170272,2015
2,2,2,2,2,2,1,1,2,1,0,17,170273,2015
2,2,2,2,2,2,1,1,1,1,0,17,170274,2015
2,2,2,2,1,1,2,1,1,1,0,17,170275,2015
2,2,2,2,2,2,2,1,2,1,0,17,170276,2015
2,2,2,2,1,1,2,1,1,2,0,17,170278,2015
2,2,2,2,2,2,2,1,1,1,0,17,170279,2015
2,2,2,2,2,2,2,1,1,1,0,17,170280,2015
2,2,2,2,1,1,2,1,2,3,0,17,170281,2015
2,2,2,2,2,2,2,1,2,1,0,17,170283,2015
2,2,2,2,1,1,2,1,2,1,0,17,170284,2015
2,2,2,2,2,2,2,4,1,1,0,17,170285,2015
2,2,2,2,2,2,2,1,1,1,0,17,170286,2015
2,2,2,2,2,2,2,1,2,1,0,17,170287,2015
2,2,2,2,2,2,2,1,2,1,0,17,170288,2015
2,2,2,2,2,2,2,1,2,1,0,17,170289,2015
2,2,2,2,2,2,2,1,2,1,0,17,170290,2015
2,2,2,2,2,2,2,4,2,1,0,17,170291,2015
2,2,2,2,2,2,2,4,2,1,0,17,170292,2015
2,2,2,2,2,2,2,1,2,1,0,17,170293,2015
2,2,2,2,2,2,2,1,2,1,0,17,170294,2015
2,2,2,2,1,1,2,4,2,1,0,17,170295,2015
2,2,2,2,2,2,2,1,2,1,0,17,170296,2015
2,2,2,2,2,2,2,1,2,1,0,17,170297,2015
2,2,2,2,2,2,2,1,2,1,0,17,170298,2015
2,2,2,2,1,1,2,4,1,1,0,17,170299,2015
2,2,2,2,2,2,2,4,1,1,0,17,170300,2015
2,2,2,2,2,2,2,1,2,1,0,17,170301,2015
2,2,2,2,1,1,2,1,2,2,0,17,170302,2015
2,2,2,2,2,2,1,4,2,1,0,17,170303,2015
2,2,2,2,2,2,2,4,2,1,0,17,170304,2015
2,2,2,2,2,2,2,1,2,1,0,17,170305,2015
2,2,2,2,2,2,2,4,2,1,0,17,170306,2015
2,2,2,2,2,2,2,4,2,1,0,17,170307,2015
2,2,2,2,2,2,1,4,2,1,0,17,170308,2015
2,2,2,2,1,1,2,1,2,1,0,17,170309,2015
2,2,2,2,2,2,2,1,2,1,0,17,170310,2015
2,2,2,2,1,1,2,1,2,1,0,17,170311,2015
2,2,2,2,2,2,2,1,2,1,0,17,170312,2015
1,1,1,1,1,2,2,1,2,1,0,17,170313,2015
2,2,2,2,2,2,2,4,2,1,0,17,170314,2015
2,2,2,2,2,2,1,1,1,2,0,17,170315,2015
2,2,2,2,2,2,2,1,1,1,0,17,170316,2015
2,2,2,2,2,2,2,1,2,1,0,17,170317,2015
2,2,2,2,2,2,1,1,1,1,0,17,170318,2015
2,2,2,2,1,1,2,4,1,1,0,17,170319,2015
2,2,2,2,2,2,1,1,1,1,0,17,170320,2015
2,2,2,2,2,2,2,1,1,1,0,17,170321,2015
2,2,2,2,2,2,2,4,2,1,0,17,170322,2015
2,2,2,2,2,2,2,1,1,1,0,17,170323,2015
2,2,2,2,2,2,1,1,1,1,0,17,170324,2015
2,2,2,2,2,2,2,1,1,2,0,17,170325,2015
2,2,2,2,2,2,2,1,2,1,0,17,170326,2015
2,2,2,2,2,2,1,1,2,2,0,17,170327,2015
2,2,2,2,2,2,2,4,1,1,0,17,170328,2015
2,2,2,2,2,2,2,1,2,1,0,17,170329,2015
2,2,2,2,1,1,2,4,2,2,0,17,170330,2015
2,2,2,2,2,2,2,1,2,1,0,17,170331,2015
2,2,2,2,1,1,2,1,2,1,0,17,170332,2015
2,2,2,2,1,1,2,3,1,1,0,17,170333,2015
1,1,1,1,1,2,1,1,1,1,0,17,170334,2015
2,1,2,1,1,2,2,1,1,1,0,17,170335,2015
2,2,2,2,2,2,2,1,2,1,0,17,170336,2015
2,2,2,2,2,2,1,1,1,1,0,17,170337,2015
2,2,2,2,2,2,2,1,2,1,0,17,170339,2015
2,1,2,1,1,1,2,1,2,1,0,17,170340,2015
2,2,2,2,2,2,1,1,1,1,0,17,170341,2015
2,2,2,2,2,2,1,1,1,1,0,17,170342,2015
2,2,2,2,2,2,2,1,2,1,0,17,170344,2015
2,2,2,2,2,2,2,4,1,1,0,17,170345,2015
1,1,1,1,1,2,2,1,1,1,0,17,170346,2015
2,2,2,2,2,2,2,4,2,1,0,17,170347,2015
2,2,2,2,1,1,2,1,2,1,0,17,170348,2015
2,2,2,2,1,1,1,1,1,1,0,17,170349,2015
2,2,2,2,2,2,2,4,2,1,0,17,170350,2015
2,2,2,2,2,2,2,1,1,2,0,17,170351,2015
2,2,2,2,2,2,2,1,1,1,0,17,170352,2015
2,2,2,2,2,2,2,4,1,1,0,17,170353,2015
2,2,2,2,2,2,1,1,2,1,0,17,170354,2015
2,2,2,2,2,2,2,1,1,2,0,17,170355,2015
2,2,2,2,2,2,2,1,2,1,0,17,170356,2015
2,2,2,2,2,2,2,1,2,1,0,17,170358,2015
2,2,2,2,1,1,2,4,2,1,0,17,170359,2015
2,2,2,2,2,2,2,1,2,1,0,17,170360,2015
1,1,1,1,1,1,2,1,1,1,0,17,170361,2015
1,1,1,1,1,2,2,4,1,1,0,17,170363,2015
2,2,2,2,2,2,2,3,2,2,0,17,170364,2015
