A_CT,A_D15_19,A_D15_20,A_D16_19,A_D16_20,A_D16_24,A_D21_24,A_D65PLS,A_LT,A_MC,A_PED,A_PEDAL,A_PEDAL_F,A_PED_F,A_RD,A_RELRD,FATALS,SCH_BUS,STATE,STATENAME,ST_CASE,YEAR
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,30,Montana,300077,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,30,Montana,300078,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300079,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,30,Montana,300080,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300081,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,30,Montana,300082,2019
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,30,Montana,300083,2019
1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,30,Montana,300084,2019
1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,4,1,0,30,Montana,300085,2019
1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,0,30,Montana,300086,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,0,30,Montana,300087,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,0,30,Montana,300088,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300089,2019
2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,0,30,Montana,300090,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300091,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,0,30,Montana,300092,2019
1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,4,1,0,30,Montana,300093,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,30,Montana,300094,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300095,2019
2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,0,30,Montana,300096,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300097,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,30,Montana,300098,2019
1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,0,30,Montana,300099,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300100,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300101,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,2,0,30,Montana,300102,2019
1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,0,30,Montana,300103,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300104,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,30,Montana,300105,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,30,Montana,300106,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,30,Montana,300107,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300108,2019
1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,30,Montana,300109,2019
2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,0,30,Montana,300110,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300111,2019
1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,30,Montana,300112,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,30,Montana,300113,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,30,Montana,300114,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,30,Montana,300115,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300116,2019
2,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,0,30,Montana,300117,2019
1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,30,Montana,300118,2019
1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,30,Montana,300119,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,0,30,Montana,300120,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,30,Montana,300121,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,0,30,Montana,300122,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,4,1,0,30,Montana,300123,2019
2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,0,30,Montana,300124,2019
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,30,Montana,300125,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,30,Montana,300126,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,30,Montana,300127,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,30,Montana,300128,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,30,Montana,300129,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,30,Montana,300130,2019
2,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,0,30,Montana,300131,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300132,2019
3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,30,Montana,300133,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,4,0,30,Montana,300134,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,30,Montana,300135,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,30,Montana,300136,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300137,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,30,Montana,300138,2019
1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,1,0,30,Montana,300139,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,0,30,Montana,300140,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,30,Montana,300141,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,30,Montana,300142,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300143,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,30,Montana,300144,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300145,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,30,Montana,300146,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300147,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,30,Montana,300148,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,30,Montana,300149,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,30,Montana,300150,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,2,0,30,Montana,300151,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,30,Montana,300152,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300153,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,0,30,Montana,300154,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,30,Montana,300155,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,30,Montana,300156,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300157,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,30,Montana,300158,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,30,Montana,300159,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,30,Montana,300160,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,30,Montana,300161,2019
1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,0,30,Montana,300162,2019
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,30,Montana,300163,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,30,Montana,300164,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,0,30,Montana,300165,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,0,30,Montana,300166,2019
2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310001,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310002,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310003,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310004,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310005,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310006,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310008,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310009,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310010,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310011,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310012,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310013,2019
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310014,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310015,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,0,31,Nebraska,310016,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310017,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310018,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310019,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,1,0,31,Nebraska,310020,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310021,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310022,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310023,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310024,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310025,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310026,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310027,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310028,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,3,0,31,Nebraska,310029,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310030,2019
2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310031,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310032,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310033,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,31,Nebraska,310034,2019
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310035,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310036,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310037,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,3,1,0,31,Nebraska,310038,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310039,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310040,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310041,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310042,2019
2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,0,31,Nebraska,310043,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310044,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310045,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310046,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310047,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310048,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310049,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310050,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,31,Nebraska,310051,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,31,Nebraska,310052,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310053,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310054,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310055,2019
2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310056,2019
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310057,2019
2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310058,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310059,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310060,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,31,Nebraska,310061,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310062,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,31,Nebraska,310063,2019
2,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,4,0,31,Nebraska,310064,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310065,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310066,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,4,0,31,Nebraska,310067,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310068,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310069,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,31,Nebraska,310070,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310071,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310072,2019
1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310073,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310074,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310076,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310077,2019
2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310078,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310079,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310080,2019
2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310081,2019
2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310082,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310083,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310084,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310085,2019
3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,4,0,31,Nebraska,310086,2019
3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310087,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310088,2019
3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310089,2019
3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310090,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310091,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310092,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310093,2019
3,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310094,2019
3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,0,31,Nebraska,310095,2019
3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,31,Nebraska,310096,2019
3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,31,Nebraska,310097,2019
3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,0,31,Nebraska,310098,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310099,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310100,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310101,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,0,31,Nebraska,310102,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310103,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,31,Nebraska,310104,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310105,2019
2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310106,2019
2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,0,31,Nebraska,310107,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310108,2019
2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310109,2019
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,31,Nebraska,310110,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310111,2019
1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,4,1,0,31,Nebraska,310112,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,31,Nebraska,310113,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310114,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310115,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310116,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,31,Nebraska,310117,2019
1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,0,31,Nebraska,310118,2019
1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,4,1,0,31,Nebraska,310119,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310120,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310121,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310122,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310123,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,5,0,31,Nebraska,310124,2019
1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310125,2019
1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,4,1,0,31,Nebraska,310126,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310127,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310128,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310129,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310130,2019
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310131,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310133,2019
2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,0,31,Nebraska,310134,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310135,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310136,2019
2,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310137,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310138,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310139,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,31,Nebraska,310140,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310141,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310142,2019
1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310143,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,31,Nebraska,310144,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310145,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310146,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,31,Nebraska,310147,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310148,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310149,2019
2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310150,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310151,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310152,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310153,2019
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310154,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310155,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,0,31,Nebraska,310156,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310157,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310158,2019
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310159,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,31,Nebraska,310160,2019
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,31,Nebraska,310161,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310162,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310164,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310165,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310167,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310168,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310169,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310170,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,0,31,Nebraska,310171,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310172,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,31,Nebraska,310173,2019
1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310174,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310175,2019
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310176,2019
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310177,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,0,31,Nebraska,310178,2019
3,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310179,2019
3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,0,31,Nebraska,310180,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,31,Nebraska,310181,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310182,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310183,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310184,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310185,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310186,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310187,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,31,Nebraska,310188,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,31,Nebraska,310189,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310190,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310191,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,31,Nebraska,310192,2019
3,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,31,Nebraska,310193,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,31,Nebraska,310194,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,31,Nebraska,310195,2019
