A_CT,A_D15_19,A_D15_20,A_D16_19,A_D16_20,A_D16_24,A_D21_24,A_D65PLS,A_LT,A_MC,A_PED,A_PEDAL,A_PEDAL_F,A_PED_F,A_RD,A_RELRD,FATALS,SCH_BUS,STATE,STATENAME,ST_CASE,YEAR
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10001,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10002,2019
3,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10003,2019
1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,1,Alabama,10004,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10005,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,1,Alabama,10006,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,0,1,Alabama,10007,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10008,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,1,Alabama,10009,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10010,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10011,2019
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,1,Alabama,10012,2019
1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10013,2019
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10014,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,1,Alabama,10015,2019
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10016,2019
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,1,Alabama,10017,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10018,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,1,Alabama,10019,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10020,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10021,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10022,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10023,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10024,2019
3,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,0,1,Alabama,10025,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,1,Alabama,10026,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10027,2019
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,0,1,Alabama,10028,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10029,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10030,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10031,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10032,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10033,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,0,1,Alabama,10034,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10035,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10036,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10037,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10038,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,1,Alabama,10039,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10040,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10041,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10042,2019
2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,0,1,Alabama,10043,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,1,Alabama,10044,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10045,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10046,2019
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10047,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10048,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10049,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,1,Alabama,10050,2019
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10051,2019
2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10052,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10053,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10054,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,0,1,Alabama,10055,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10056,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,1,Alabama,10057,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10058,2019
3,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10059,2019
2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,0,1,Alabama,10060,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10061,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10062,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10063,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10064,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10065,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10066,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10067,2019
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10068,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,1,Alabama,10069,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10070,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,1,0,1,Alabama,10071,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10072,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,1,0,1,Alabama,10073,2019
2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10074,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,1,Alabama,10075,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,1,Alabama,10076,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10077,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10078,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10079,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10080,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10081,2019
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10082,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,1,Alabama,10083,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10084,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10085,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,1,Alabama,10086,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,1,Alabama,10087,2019
3,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10089,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10090,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10091,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10092,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,1,Alabama,10093,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10094,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10095,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,3,0,1,Alabama,10096,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10097,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10098,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,1,Alabama,10099,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10100,2019
2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10101,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10102,2019
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10103,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10104,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10105,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10106,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10107,2019
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10108,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,1,Alabama,10109,2019
2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10110,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10111,2019
3,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10112,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10113,2019
1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,1,Alabama,10114,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10115,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10116,2019
1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10117,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10118,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10119,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,1,Alabama,10120,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,1,Alabama,10121,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10122,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10123,2019
2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10124,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10125,2019
1,2,2,2,2,1,1,2,2,2,1,2,2,1,1,4,1,0,1,Alabama,10126,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,1,0,1,Alabama,10127,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,Alabama,10128,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,1,Alabama,10129,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,1,Alabama,10130,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10131,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,1,Alabama,10132,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,0,1,Alabama,10133,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,1,Alabama,10134,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10135,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10136,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,1,Alabama,10137,2019
1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10138,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10139,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10140,2019
2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,0,1,Alabama,10141,2019
2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,0,1,Alabama,10142,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10143,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10144,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10145,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10146,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10147,2019
1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,4,1,0,1,Alabama,10148,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,1,Alabama,10149,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,1,Alabama,10150,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10151,2019
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10152,2019
2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,0,1,Alabama,10153,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10154,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10156,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,1,Alabama,10157,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10158,2019
2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,1,Alabama,10159,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10160,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10161,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10162,2019
2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,0,1,Alabama,10163,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,1,Alabama,10164,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10165,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,0,1,Alabama,10166,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10168,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10169,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10170,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10171,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10172,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10173,2019
3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,Alabama,10174,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10175,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,1,Alabama,10176,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,1,Alabama,10177,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10178,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10179,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10180,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10181,2019
2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10182,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,0,1,Alabama,10183,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,1,Alabama,10184,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10185,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10186,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10187,2019
3,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,0,1,Alabama,10188,2019
3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10189,2019
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10190,2019
2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,0,1,Alabama,10191,2019
1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,0,1,Alabama,10192,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10193,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10195,2019
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,1,Alabama,10196,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,1,Alabama,10197,2019
2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10198,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10199,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10200,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10201,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10202,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,1,Alabama,10203,2019
2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,0,1,Alabama,10204,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,1,Alabama,10205,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,1,Alabama,10206,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10207,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,1,Alabama,10208,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10209,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10210,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,1,Alabama,10211,2019
1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10212,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,1,Alabama,10213,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10214,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10215,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10216,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10217,2019
2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,0,1,Alabama,10218,2019
3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,0,1,Alabama,10219,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,1,Alabama,10220,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10221,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10222,2019
2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,1,1,0,1,Alabama,10223,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10224,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10225,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10226,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10227,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10228,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,1,Alabama,10229,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10230,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,0,1,Alabama,10231,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,1,Alabama,10232,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,1,Alabama,10233,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10234,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10235,2019
1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,0,1,Alabama,10236,2019
2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10237,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10238,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,1,0,1,Alabama,10239,2019
3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,0,1,Alabama,10240,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10241,2019
1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10242,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10243,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10244,2019
3,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,1,Alabama,10245,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10246,2019
1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,1,Alabama,10247,2019
1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10248,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10249,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10250,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10251,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,0,1,Alabama,10252,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,0,1,Alabama,10253,2019
3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,1,Alabama,10254,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10255,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10256,2019
2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,0,1,Alabama,10257,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,5,0,1,Alabama,10258,2019
3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10259,2019
2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,0,1,Alabama,10260,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10261,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10262,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10263,2019
1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,0,1,Alabama,10264,2019
1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,0,1,Alabama,10265,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,1,Alabama,10266,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10267,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10268,2019
3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,0,1,Alabama,10269,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10270,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10271,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10272,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,0,1,Alabama,10273,2019
3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10274,2019
1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,1,0,1,Alabama,10275,2019
1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,4,1,0,1,Alabama,10276,2019
1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,0,1,Alabama,10277,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,0,1,Alabama,10278,2019
2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,0,1,Alabama,10279,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,Alabama,10280,2019
2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,0,1,Alabama,10281,2019
2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,0,1,Alabama,10282,2019
2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,0,1,Alabama,10283,2019
2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,1,Alabama,10284,2019
1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,2,0,1,Alabama,10285,2019
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,Alabama,10286,2019
